id,y_1999,y_2000,y_2010,y_2019,y_2020
382,580309,658135,667863,799773,855408
383,23200,21167,21881,22319,26299
381,286025,275900,325623,348186,407109
384,144988,136327,136676,131218,148155
391,191706,230883,240190,218647,200415
393,391390,347063,340699,355784,446883
390,158076,159169,158505,155886,172547
392,65643,68517,71296,74981,87946
398,869645,837279,902184,864457,954300
404,108305,127447,137388,164898,190357
401,204972,202323,188686,162551,164449
399,132648,138716,145213,180770,180424
402,46056,50229,49341,46181,53156
400,600862,623408,640706,714898,691461
403,87513,85834,100648,122195,116628
373,610473,642631,706705,808766,778376
371,376709,364034,375763,372333,389349
372,82953,87475,89938,106564,93973
374,304476,335457,375281,349444,311499
375,202864,193710,208717,216169,233206
389,270075,263017,313294,363458,322281
387,117574,140984,145799,140402,153045
386,437016,480169,500500,462234,435843
388,481438,450684,429682,380286,378391
385,144444,156363,159205,149469,179500
394,481982,464457,446058,530313,602525
395,652510,618801,731657,792455,887782
396,602521,623420,639161,705825,710271
397,339261,388353,368158,343902,406921
410,154701,144580,146279,168081,185735
406,83446,90867,94387,100972,99944
407,39029,37882,41259,41565,46871
405,381169,379448,405253,440139,404798
408,42001,42010,45000,46689,50011
409,229018,277204,323259,311934,325431
999,514754,636381,667561,642385,779595
379,481220,524093,539671,511061,550123
380,109997,111615,123533,132002,129648
378,482371,517425,531671,499659,520937
377,156523,173889,205526,190761,206582
376,68158,70041,73384,86533,91908
