id,y_1999,y_2014,y_2015,y_2017,y_2019
382,343140,367732,415803,508778,480999
383,52911,55905,64606,76165,81814
381,629212,658400,732500,759993,880226
384,55701,51058,58559,62262,59334
391,788242,752555,797791,892874,1008352
393,10518,12483,12051,11646,13773
390,94605,88850,90821,90927,99568
392,570720,568421,571803,579650,662971
398,422813,433766,461803,485820,471459
404,147800,129146,139282,153690,160189
401,348530,403192,431880,448324,487373
399,280703,299529,312640,331855,376084
402,139489,148311,164269,151851,155495
400,83270,92512,86903,102780,114930
403,631827,633875,707150,796096,817556
373,29755,31256,29722,30776,33741
371,101423,95140,106252,102741,104605
372,86277,95273,96605,89017,106273
374,55711,64563,67672,64345,67527
375,237261,229276,210624,241082,207904
389,312786,307472,341250,370724,414269
387,34547,37290,41242,40161,38379
386,203378,224714,233268,247788,244621
388,442414,428355,393991,422354,406259
385,426278,487596,515636,583944,578037
394,669961,757495,680747,733748,875975
395,374081,417881,447343,540131,617121
396,406824,415652,452060,481472,538002
397,811270,853303,1047311,1223142,1218442
410,532873,501539,560511,616296,596882
406,426213,465519,433124,394868,415566
407,548944,538015,475162,519229,624367
405,561023,556081,619282,603051,584339
408,483911,561197,597546,621365,643728
409,644930,650509,569905,639178,586582
999,536432,488741,590630,630351,661707
379,258973,257366,301906,322664,329259
380,799543,720189,773401,862022,939692
378,593074,703763,694585,765119,803054
377,144632,149284,161097,178493,181327
376,171868,194767,202964,196970,226862
