id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,8760,8984,9425,10326,11491,11489,13116,14630,14509
383,8518,9019,9819,10347,10804,12114,13049,14749,16845
381,7708,7454,8500,9665,9895,9409,9629,10516,10566
384,1170,1192,1175,1212,1327,1511,1533,1559,1696
391,3747,4280,4824,5430,5697,6091,6132,6519,6725
393,9878,10834,12119,13708,14389,14195,15274,15180,16830
390,6202,6654,6896,7003,7699,8328,8333,9088,10081
392,9466,10787,11525,13196,13983,14843,14173,15379,17446
398,3656,4072,4171,4101,4095,4092,4489,4405,4228
404,7853,9013,10243,10407,11896,13068,14375,13680,14847
401,8434,8443,8630,8501,9240,10006,10456,11555,11005
399,3336,3354,3635,4101,4076,3908,4044,4406,4274
402,2049,2233,2393,2580,2742,2837,2882,2768,2871
400,5550,5667,5841,5949,5974,6827,7702,8612,9302
403,6965,6748,6684,7134,7665,7537,8506,9474,9551
373,5546,5654,5994,6107,6879,7186,7954,7586,7488
371,4864,5065,5575,5564,6006,6649,6769,6581,6602
372,4152,4521,4384,4858,5458,5457,5584,5390,5161
374,3540,3820,4014,4512,4913,5054,5755,6316,6455
375,3501,3882,4254,4357,4906,5438,5789,6552,7483
389,3298,3452,3470,3841,4191,4633,4940,5258,5877
387,2596,2927,3348,3241,3318,3758,3697,3832,3762
386,7662,7360,7406,7986,8235,8722,9169,10530,12077
388,8736,8443,9129,10138,10411,10599,10927,11706,12171
385,6527,7460,8376,8478,8185,7869,7882,8814,9921
394,3746,4108,4177,4737,5145,5603,6409,6133,6434
395,6284,6574,7502,8576,9255,9142,9403,9253,8863
396,8515,8096,8912,9059,9216,9969,11317,12316,12483
397,8564,9591,9296,10511,11932,11389,12731,12262,12032
410,5428,5328,5147,5298,5480,5842,5645,5812,6617
406,2795,2815,3184,3428,3441,3787,3923,3987,4126
407,7772,8670,9360,9364,10596,11887,12879,13559,15312
405,8915,9240,10103,11075,12570,14383,16423,16361,16432
408,8909,9511,9572,9251,8952,9873,10870,11355,12001
409,9439,9340,10325,10105,10235,10153,9696,10493,10585
999,9922,10338,10276,10388,11903,13419,14866,15175,15234
379,1980,2257,2517,2721,2793,3019,3453,3664,3650
380,3240,3660,3771,4068,3925,3754,4269,4740,4864
378,2463,2654,2809,2711,2723,3081,3409,3358,3784
377,8830,9014,9286,9185,10394,11624,13333,13808,13250
376,8548,8575,8331,8306,9416,10493,10519,11668,11777
