id,y_1999,y_2019
382,179731,167302
383,101292,102056
381,266505,264466
384,255826,298692
391,460293,427893
393,18739,18729
390,299153,312420
392,281048,278868
398,335815,326028
404,231039,269540
401,452177,503250
399,69267,74893
402,157978,166858
400,256175,234429
403,684733,712428
373,29492,26978
371,253475,269684
372,241871,241037
374,383954,431025
375,198498,224616
389,87284,97580
387,90407,92796
386,609165,672024
388,27443,31095
385,132431,135866
394,545899,592915
395,224443,239878
396,151093,154465
397,831244,981733
410,25991,24179
406,223054,250618
407,156341,152034
405,292191,302225
408,374694,400465
409,123224,120300
999,412843,438908
379,234546,247179
380,289715,293605
378,232407,223291
377,845838,758201
376,67962,78120
