id,y_1999,y_2019
382,5.4,8.0
383,9.8,4.9
381,2.4,4.7
384,8.5,5.5
391,8.5,3.2
393,3.9,9.7
390,4.4,2.3
392,5.1,7.5
398,6.4,3.7
404,1.9,6.4
401,7.1,9.2
399,7.3,5.1
402,9.6,3.3
400,8.4,5.9
403,1.0,6.3
373,9.8,6.7
371,8.6,9.5
372,8.6,9.7
374,8.6,3.1
375,8.0,1.7
389,7.1,3.3
387,5.9,7.6
386,7.5,6.0
388,4.5,2.6
385,9.1,7.1
394,4.9,6.1
395,5.9,5.3
396,3.8,2.1
397,8.9,6.4
410,8.4,5.2
406,8.3,9.1
407,4.5,3.1
405,8.6,3.4
408,4.2,4.9
409,1.3,6.9
999,1.5,5.5
379,2.5,5.8
380,1.3,2.5
378,5.7,9.1
377,7.6,10.0
376,2.4,2.6
