id,y_1999,y_2000,y_2010,y_2019,y_2020
382,8632,9824,9990,10328,10579
383,1489,1625,1762,1865,2064
381,4331,4744,4898,4979,4742
384,1120,1179,1325,1403,1343
391,6194,6709,7274,7285,7933
393,3361,3723,3562,3835,4240
390,6984,7310,7423,8370,8242
392,3836,4033,4180,4516,4655
398,9642,9237,8808,9285,8822
404,4199,4305,4531,4400,4531
401,9694,10968,12244,12618,13754
399,2098,2190,2304,2638,2986
402,3023,3272,3647,3638,3572
400,1009,1005,1119,1125,1231
403,9569,9901,10867,11620,13324
373,4436,4258,4347,4716,4635
371,2854,2963,2855,3078,3327
372,5068,5404,6023,6701,6420
374,2952,2814,2723,2704,2923
375,6672,6417,7101,7471,8229
389,4573,4611,4967,5116,5317
387,9260,10607,11971,11947,13125
386,5838,5666,5664,6128,6676
388,5791,6404,7213,7790,7475
385,9281,9408,9614,9804,11108
394,1258,1284,1468,1562,1712
395,4118,4495,5125,5248,5977
396,3523,3834,4132,4727,5261
397,6117,6930,6823,7770,7958
410,4903,4959,5626,6342,6170
406,6180,6387,6720,7353,7621
407,9834,11104,12255,13578,14993
405,5691,5426,5524,5587,5718
408,4708,4732,5431,5270,5055
409,4187,4660,5357,5639,6047
999,8542,9092,8993,8769,9544
379,7456,7203,7511,7605,8280
380,6167,6179,6837,6532,6741
378,7464,7962,7631,8381,8893
377,2597,2892,3217,3588,3548
376,9699,9279,10057,11439,11080
