id,y_1999,y_2019
382,159103,166690
383,512325,576351
381,653450,810070
384,174767,179227
391,465511,429823
393,289631,291063
390,339900,400623
392,7747,7866
398,101544,95498
404,394912,404970
401,128106,122327
399,117974,114059
402,66198,71734
400,41484,45438
403,75272,70612
373,420907,487265
371,289689,289019
372,341699,318191
374,437705,505830
375,107973,114102
389,121767,132454
387,463673,499967
386,312176,279184
388,601406,618741
385,698444,653547
394,199823,219852
395,133426,141765
396,273803,263376
397,52615,50506
410,327100,388786
406,218137,204735
407,108339,125201
405,357658,337434
408,594906,687858
409,23102,23075
999,123991,136381
379,76033,82590
380,12278,13466
378,352803,354199
377,50375,50342
376,82167,82759
