id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2018,y_2019,y_2020
382,6898,7493,7899,8141,7828,8326,9225,9536
383,5050,5793,6249,6030,6400,6291,6472,6256
381,6342,6335,7057,7590,8583,8608,8601,9220
384,4523,4490,4479,4800,4873,4755,4925,4697
391,2070,2185,2119,2148,2070,2172,2213,2389
393,1498,1612,1837,1825,1756,1894,1923,2115
390,1253,1305,1284,1392,1581,1561,1766,1825
392,3688,3983,3978,4381,4467,4256,4867,5385
398,7804,8798,8949,9791,9320,10309,10799,12011
404,7864,7710,8856,9221,9475,9274,9311,10275
401,5731,5757,5479,5638,5477,5327,6119,6555
399,6385,6232,6459,6509,7165,7801,7876,8448
402,6187,6024,6412,6211,6976,7380,8127,9090
400,5795,6644,7337,7216,7933,8605,8515,8634
403,1546,1501,1558,1655,1798,2040,2081,2232
373,1008,1049,1193,1212,1236,1193,1237,1287
371,7189,7274,7676,8651,8574,8574,8540,9186
372,4941,5355,5370,6166,6907,7744,7605,8275
374,6408,6770,7101,6776,6482,6625,6707,7289
375,7063,7136,6815,7412,7686,8484,8865,8888
389,2152,2386,2536,2640,2571,2945,2903,2900
387,3526,3447,3631,3901,4302,4888,5577,6176
386,5999,5790,6537,6555,6425,7287,8311,8062
388,7382,8324,9445,9165,9305,9671,10393,10050
385,8640,9777,11046,12592,12820,12696,13165,14910
394,9707,10377,11430,11801,12190,13196,13250,12624
395,8442,9372,9240,9143,9491,9846,9424,9604
396,8439,9161,8745,8528,8500,8393,9044,9710
397,1151,1180,1337,1328,1446,1427,1629,1765
410,6976,7854,7989,7985,9115,9236,10312,10851
406,4853,5466,5659,5668,5843,6396,6361,6682
407,2846,3111,3133,3268,3583,3919,4235,4771
405,3409,3491,3333,3756,4231,4463,4379,4696
408,2679,2912,3183,3071,3341,3354,3428,3823
409,4141,4636,4826,5028,4931,4810,4723,4995
999,7391,8057,8855,8574,8790,8390,8340,9242
379,5006,4988,5164,5394,5603,6178,6633,6481
380,9491,10244,10999,12401,11937,11468,13082,13345
378,2577,2937,3059,3201,3201,3680,4150,4092
377,3228,3584,3611,3824,4000,4042,4431,4828
376,9332,9563,10425,11487,11848,12947,13991,13454
