id,y_1999,y_2019
382,355601,331613
383,615784,668553
381,843466,863231
384,6886,7640
391,455942,425822
393,167893,180400
390,475866,463773
392,80588,92744
398,383919,482086
404,136835,138153
401,520390,462040
399,789873,748397
402,560961,629760
400,462903,433619
403,262348,276403
373,11195,10438
371,3594,3635
372,111598,131519
374,257087,280416
375,43175,44508
389,86667,82574
387,655909,573927
386,179301,203721
388,331964,322005
385,46978,53407
394,372652,366899
395,50791,46686
396,26585,25659
397,182260,205333
410,320816,371820
406,38642,38761
407,257143,287256
405,472049,464809
408,111908,120692
409,6266,6450
999,455816,493489
379,41172,50130
380,664708,690039
378,246781,280229
377,249808,250541
376,111989,117737
