id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,125225,124416,108669,125734,151103,183573,159595,165777,168603,185322
383,176642,170509,174989,167402,157660,177483,200318,215071,235660,244291
381,382289,379587,382220,389888,381192,368252,419310,449180,472731,513470
384,187918,165895,145233,147019,139023,129019,131014,138486,133136,137813
391,135055,143657,150564,174794,208167,238802,287419,292221,284475,303983
393,162855,192980,228053,240417,234217,266778,253535,316454,316185,280856
390,221357,211422,197342,196421,205443,180266,186806,194249,197119,236868
392,187952,191152,178605,189223,178104,182431,180992,174567,179900,194628
398,127183,124972,116330,125646,121616,124548,138715,137531,141717,169469
404,374627,421195,394276,378657,344178,366557,330145,373171,437002,526923
401,469852,511204,465202,441368,462997,480728,511205,603467,650000,786500
399,664053,696857,673835,589912,589066,624197,590293,616277,699614,711724
402,875087,950541,973050,1164020,1271595,1317165,1506909,1384576,1374313,1438725
400,696169,838977,953462,1071332,1259488,1310076,1201960,1226272,1159849,1325558
403,12920,14576,15073,16277,17117,20015,21234,21979,23318,26441
373,464431,534105,504104,516027,603778,637574,702596,837477,971912,979526
371,334614,355370,392846,465018,527101,513068,579990,636603,741698,816695
372,325481,341999,386950,457998,483345,510275,512693,536121,585219,531362
374,228043,216232,226050,240743,245297,239644,249481,243568,294177,319351
375,193415,190095,185312,218316,259294,303984,311976,343705,313673,319055
389,60252,60007,59432,54948,55192,49722,48599,52272,55373,58033
387,95676,106045,103295,117008,126915,128444,125505,131483,152865,146290
386,31294,27945,34640,33288,35463,35767,41797,42901,52850,48866
388,166567,155807,156399,181407,191487,203544,216804,238540,210392,205877
385,291083,320339,392968,414603,422243,440950,485681,555436,613916,607870
394,30119,29660,32941,36420,35299,38495,42092,49370,45960,51736
395,221963,245610,292036,304419,320457,337300,397858,436872,437772,475610
396,383691,359630,334958,345283,412956,430873,476253,483913,571307,566722
397,31159,33856,38252,39166,39159,44613,45299,45702,49386,50671
410,676411,697960,733780,801778,785389,920682,990434,961947,1041585,988037
406,360003,382064,432943,402514,458544,470213,529963,470020,425616,489615
407,206290,180667,192180,237712,267070,257901,275610,294167,300791,321874
405,163642,202408,234574,293109,308109,323866,301338,323723,350108,358011
408,495826,459558,509470,543749,572490,537703,574116,594992,590829,624374
409,384857,419824,416492,504949,471813,480034,492655,535495,503428,543964
999,112025,104944,111048,123690,112244,120918,137877,143498,148605,152110
379,154152,156079,164436,191316,223880,197061,191433,186127,202602,215955
380,203879,230839,208827,219787,210795,190474,188851,170235,203769,203129
378,106991,120142,109626,111486,120654,119858,133651,135538,152673,176118
377,131464,151966,177913,172394,157233,147790,142957,170012,180256,182152
376,378655,375335,402936,486691,578878,605860,674376,641455,683932,778373
