id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,8204,8964,8897,8831,9025,10153,10230,11363,12647
383,5864,6672,6954,6707,6663,6765,7766,8310,8985
381,5766,5572,5615,5730,5677,6019,6440,7223,8013
384,8040,7990,9053,9512,9289,9979,10833,11650,11553
391,2731,2597,2935,3253,3593,3904,3975,4416,4798
393,3938,4319,4853,5313,5207,5966,6665,6385,6315
390,9222,9072,9791,10540,12039,13204,12716,13855,14428
392,1654,1868,1887,1808,1946,2217,2106,2065,1999
398,4693,4767,5102,4990,5346,5968,5774,6175,6595
404,1468,1504,1632,1707,1827,2023,2018,2125,2147
401,2782,2957,2906,3181,3316,3632,3822,4180,4560
399,2215,2147,2243,2148,2322,2290,2213,2228,2326
402,9223,9138,9672,9287,9371,10364,10506,11053,10918
400,3552,4027,4280,4255,4291,4784,4861,4937,4892
403,1233,1349,1427,1465,1455,1459,1584,1659,1848
373,5548,5337,5944,6612,6423,6451,7319,7331,7091
371,8257,8257,8013,8525,9581,9336,9064,9417,9396
372,7423,7142,8190,8201,8797,9425,9883,9911,9961
374,2979,3126,3426,3460,3556,3851,3891,4402,4462
375,5643,6124,6192,6363,6080,6936,7515,8252,8436
389,6559,6603,6548,7112,7438,8235,8602,9587,10823
387,1660,1808,1808,1814,1853,2067,2124,2198,2445
386,3343,3702,4176,4231,4390,4705,4625,4848,4739
388,1573,1607,1597,1521,1684,1898,2017,2014,1992
385,2051,2173,2147,2320,2543,2846,3028,3349,3433
394,3645,3509,3362,3826,4129,4661,5045,5375,5453
395,6021,6625,6406,7241,7201,7280,7112,7286,7899
396,9016,10143,11083,11813,12106,13415,14468,14236,15479
397,3352,3650,4085,3940,4102,4609,4530,5140,5535
410,5397,6037,6085,5925,5694,6021,6412,6347,7159
406,5944,6829,7223,6906,6865,6760,7651,8274,8967
407,8886,8768,8945,9083,9803,9942,9945,10543,10582
405,2625,2744,2941,2914,2885,2780,3050,3276,3273
408,4100,4690,5084,5632,5749,6580,6289,7134,7768
409,8253,8556,8280,8523,8975,10299,10615,11769,12013
999,7952,8279,8736,8413,8955,8713,9466,9303,8904
379,9778,10682,10869,11984,12408,13745,14833,16287,16526
380,2024,2294,2362,2247,2392,2308,2261,2489,2506
378,6426,6863,7598,8546,9708,9675,9990,10675,11551
377,7752,8848,9053,9162,9286,9528,9118,9196,10123
376,5901,5872,6203,6965,7129,7311,7370,8047,7765
