id,y_1999,y_2013,y_2015,y_2017,y_2019
382,261862,284721,289482,329273,315861
383,13359,14130,16592,14985,14093
381,237502,291894,298021,290147,309770
384,528184,515587,591623,552275,687105
391,265008,309035,350589,364053,384901
393,818812,941074,887506,897712,1036177
390,454012,500583,598424,548417,594819
392,58709,63253,66924,60924,59973
398,819560,782747,829047,844909,915571
404,704175,803857,830861,849860,1029444
401,239493,263131,282003,294167,283242
399,55434,57603,67628,69883,72252
402,399420,421237,476951,449984,437885
400,243994,252563,247951,278388,283023
403,56998,65189,66903,64876,68678
373,346971,319798,372908,362831,380932
371,729894,839771,878814,974946,846267
372,524779,590733,674322,716862,764569
374,201063,185212,197832,203478,229149
375,129214,131208,133228,142245,163734
389,320144,373865,410880,428047,484730
387,737829,828821,920886,936204,1097420
386,79949,84574,98561,90931,94415
388,194860,192378,205061,247824,223358
385,183793,212031,222384,229239,269473
394,312869,323896,317550,306746,302367
395,98422,119856,136105,132924,152434
396,177136,189348,192653,202113,205408
397,128690,112924,109113,111100,104145
410,158821,189172,170878,161583,169422
406,216850,253939,286594,284242,260038
407,675336,664399,772162,777961,838324
405,211842,184675,187242,170527,209825
408,419130,513863,612280,687790,759383
409,258503,263874,275796,318514,389350
999,68254,81202,73871,80217,89871
379,400588,426617,456581,464179,536954
380,630359,632138,644120,695452,679751
378,342352,348156,343591,347133,320061
377,417119,449465,491472,514170,581723
376,465004,483718,464607,446104,424593
