id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,326637,355452,389951,414618,412876,447813,458371,510051,497695
383,133142,140064,148315,136411,139093,131097,142255,150699,178764
381,5867,6939,7506,8003,7571,8512,7702,6776,6581
384,167689,168033,158187,181576,197869,213714,189032,233124,231978
391,247471,281739,280566,297451,294332,293616,354538,383829,394102
393,621807,554610,649470,574859,568313,665614,644940,712934,866614
390,799349,829805,804805,917366,897209,1064060,1045349,1137122,1172456
392,543523,475027,507106,541841,501978,601839,595026,595574,698580
398,18309,18265,18553,19897,20191,20651,20822,22861,24260
404,235981,217502,217970,263188,257884,295705,282751,273831,318703
401,94173,95937,96562,100486,93973,110238,112834,115767,125850
399,38194,46658,46557,44177,47808,51005,56785,58714,59728
402,187112,187168,187439,183179,189587,205297,208595,247609,249436
400,203057,198807,222850,213487,247840,245196,277743,310546,352421
403,54268,57385,51909,58688,54694,54478,57613,58202,63145
373,746277,884452,928826,1017433,1194130,1303295,1267162,1228327,1305074
371,65804,66371,77633,82810,94376,100653,104992,129033,143298
372,230231,233652,227996,244292,224022,204409,215093,232753,240431
374,759241,932717,1114301,1099053,1223083,1102628,1152737,1223863,1417197
375,409494,506793,577540,696306,771752,860195,935122,930193,975013
389,202278,223395,213514,247545,285780,287492,302939,285143,290716
387,250014,238734,301323,350249,358963,389024,428363,389635,433908
386,378145,396583,416642,433630,404473,491313,511528,458257,462096
388,402588,423595,423078,444569,472468,468726,484477,503796,510806
385,16944,17635,19880,19808,23647,21887,25593,26522,27598
394,229676,228582,245681,221456,222285,255048,256403,282794,307853
395,296558,264899,243748,243138,288243,311027,277165,292946,305800
396,180383,194784,183793,206195,243477,278988,257149,246015,252837
397,577310,663766,765263,809862,859394,817543,822161,776960,737649
410,27705,31359,29285,28846,30688,32297,32674,37922,39220
406,49652,52393,60440,61436,62236,75821,92004,98616,111499
407,427469,443128,446584,442202,515289,589654,586546,663694,592730
405,345271,351367,346829,315167,354828,433351,416153,426576,490958
408,349092,430177,442337,402560,418268,418142,405204,474865,448717
409,339452,385003,441245,423930,447404,486854,518078,512335,496005
999,703047,830961,986112,1027113,1027342,1038584,1191523,1185578,1114047
379,660731,716961,732028,847055,821012,893412,1043206,1020919,1104391
380,174144,176556,170141,179388,174270,200095,213005,195147,212526
378,441664,457478,517132,544921,515157,480420,505042,570302,520530
377,80031,77001,79532,73414,75324,79604,92497,92888,90466
376,414115,438576,410123,387343,381437,400350,425512,391392,420438
