id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
644,367,413,471,322,468,285,191,247,53
645,40,471,263,194,406,226,188,380,414
646,378,324,363,134,85,370,330,372,281
647,378,86,385,200,208,460,369,236,113
648,174,296,395,380,359,105,434,174,318
649,102,478,435,165,355,35,150,323,134
650,18,184,305,490,87,221,481,423,265
651,87,364,346,297,413,27,445,186,326
652,108,140,235,101,282,455,288,302,26
653,135,475,26,495,235,169,245,345,349
654,74,15,343,350,373,237,160,472,83
655,447,313,484,238,133,182,71,452,226
656,488,132,427,398,178,65,270,373,373
657,456,198,254,119,71,424,113,217,229
658,129,441,478,392,305,103,329,248,234
659,310,65,41,434,324,457,110,136,44
660,276,13,499,483,14,250,190,177,159
661,252,391,231,461,56,457,169,442,154
662,326,353,135,249,126,390,123,319,485
663,36,93,275,365,330,248,180,89,103
664,442,405,71,389,132,433,15,11,52
665,329,248,298,478,201,97,36,123,118
666,176,361,96,334,92,322,363,476,272
667,484,132,314,26,365,461,480,398,261
668,387,296,165,371,32,406,469,226,227
669,344,204,418,216,266,457,175,267,143
670,73,156,465,469,112,142,72,243,227
671,12,444,486,439,89,60,312,156,371
672,482,226,462,96,68,167,176,32,199
673,359,105,281,361,491,384,324,340,400
674,308,109,346,190,380,482,334,230,151
675,25,249,138,164,152,215,48,10,310
676,281,413,401,371,135,440,57,234,183
677,396,276,246,491,410,413,489,341,139
678,406,497,239,15,182,16,17,455,356
679,113,139,319,309,327,222,122,392,414
680,122,300,472,27,298,195,334,341,311
681,59,90,180,307,173,414,444,212,360
682,202,268,41,112,307,264,163,302,266
683,332,413,53,444,57,275,316,108,402
684,230,27,102,461,298,488,348,447,377
