id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,7412,8441,8822,9465,10826,12144,12134,13169,13885
383,7868,7853,8991,9753,10063,10595,10846,12043,12216
381,8491,9413,10246,9875,11074,10792,11075,11202,11958
384,8645,9881,11178,12563,13739,15286,16507,16937,18150
391,2461,2470,2714,2971,2900,3091,3275,3247,3704
393,1613,1580,1650,1733,1961,1981,2148,2077,2089
390,5897,6382,6288,6080,6830,7123,8146,9050,8671
392,7292,7027,7136,7034,7569,8478,8771,9522,9564
398,4123,4391,5044,5343,5877,6393,7099,7368,7552
404,2870,2824,2804,2786,3197,3123,3006,3440,3699
401,7635,8514,9362,9726,10137,10918,11093,10984,10450
399,3521,3756,4224,4159,4321,4877,5133,5854,6261
402,3943,3836,4162,4188,4343,4789,4879,5076,5225
400,2658,2953,3177,3246,3633,3775,4302,4101,3960
403,2904,3264,3418,3490,3651,3777,4194,4620,4547
373,8594,8281,8663,8372,8384,8783,8373,9224,9609
371,7882,7912,8491,9301,10207,10117,11415,12127,13175
372,8896,9914,9427,9085,9103,9762,10622,12049,13139
374,6841,6824,7481,7326,7984,7804,7539,8272,8623
375,4312,4647,5111,5771,6130,6429,6834,7574,8119
389,6502,6583,6805,6631,7096,7986,8322,9197,10561
387,2122,2146,2459,2526,2527,2789,2821,2943,3232
386,3639,3694,3687,3711,3844,4002,3954,3907,4038
388,8879,9173,9221,9347,9406,10264,10803,10736,11470
385,8406,9355,8963,9612,10821,10728,11279,10882,10712
394,9154,9002,9330,9438,9134,8909,8902,9289,8937
395,2747,2679,2607,2784,2668,2987,3113,3200,3648
396,2527,2462,2711,3043,3282,3433,3626,3655,3590
397,2201,2461,2774,2841,3229,3367,3468,3370,3467
410,6424,7312,6957,7203,7245,7128,7979,8055,8165
406,5876,6199,6077,6980,7453,7725,7813,7734,8788
407,6583,7570,7351,7638,8481,8120,9272,9756,10836
405,1411,1597,1656,1687,1616,1689,1651,1599,1607
408,7259,7531,8193,9001,10195,10601,11812,13350,13940
409,3487,3371,3843,3969,4033,4149,4116,4488,4514
999,7417,7122,7165,8142,7754,7366,8142,8693,9421
379,8520,9301,10070,9676,9386,10153,11158,12570,14387
380,5032,5632,6105,6040,6388,6741,7270,8045,7890
378,1594,1647,1712,1878,2159,2462,2750,2733,2761
377,5867,6412,6588,7457,8101,9036,9292,9431,10710
376,7323,7930,8074,8164,7941,8752,9393,9204,10406
