id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,60762,67048,71951,74180,91414,94278,103537,127313,138826
383,8612,9631,10255,12007,12198,12496,13561,15832,14874
381,332143,381315,413925,470536,449814,515448,630954,603982,601223
384,76228,90919,86078,98771,105596,111969,125297,140240,126082
391,186642,185883,210396,233876,282789,273368,321202,349241,392701
393,289834,305146,310063,289480,324506,311394,291110,265879,272388
390,339465,315805,319378,312277,297415,290455,292542,313449,283324
392,146808,157232,151816,150154,156766,172978,189324,212931,243572
398,300935,332089,322789,347695,403241,414300,436901,408027,384819
404,247289,245897,249333,236723,261196,251062,254955,295819,326033
401,206445,218796,208471,210782,202186,196431,213924,233749,250702
399,199526,232379,259531,252589,293516,306135,269621,262173,266037
402,122209,110433,121353,114795,122066,120295,130298,156947,149982
400,355795,393666,469104,504197,532095,491580,523435,543005,511517
403,63196,69518,76886,78969,82267,92259,95612,95681,95319
373,380056,433930,412601,381974,444381,462543,499466,525650,537647
371,54406,57830,64752,65692,68640,73817,87236,105094,103739
372,660385,640955,742294,762005,834872,918418,843746,874695,785314
374,108411,94714,94396,99439,110482,109524,111569,126841,124294
375,270221,294163,315501,333684,360670,329084,361069,324012,307943
389,591998,548672,618380,638895,629888,625587,703480,728607,738770
387,14937,16572,17626,21118,21134,25086,24948,28876,29712
386,329015,336614,375212,447111,512645,494877,607773,612895,714513
388,111025,116707,108944,101561,114766,126873,131060,142687,132961
385,479497,436800,473552,512680,539846,579651,652618,670591,753045
394,599420,683077,639261,639687,643394,601419,629135,699658,715532
395,258111,270799,259932,282247,319904,338578,384865,415761,484377
396,272566,260409,281077,289272,310001,278182,311796,325424,353334
397,832444,829925,889708,974690,1168556,1081209,1185827,1327778,1282138
410,30048,31525,37328,36651,31844,29553,34743,38737,37579
406,41043,38579,38911,45130,43322,50210,58292,64857,65269
407,537219,577733,568988,630867,585757,711047,741885,836966,881478
405,103024,122663,122898,138289,152722,139301,128287,131354,121814
408,253737,305067,357420,360806,399345,446121,461456,472048,474492
409,569384,583694,708135,731958,696756,737480,677878,615917,623751
999,165871,190549,201419,208600,194576,170289,197864,239294,271571
379,167001,164357,204220,185705,186308,214421,249549,246055,258929
380,690495,662609,787649,809609,880513,1023840,1247136,1516993,1716287
378,94320,93804,90772,106285,120823,136603,162652,163507,165676
377,328807,330252,315058,310108,340905,393668,459661,470906,525003
376,11098,12064,13087,11518,13076,13344,12281,13001,12721
