id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,6161,6213,6679,7166,7305,6970,6674,6440,6157
383,3598,3585,3661,4102,4578,4999,4781,5050,5583
381,8853,9996,10098,9766,10098,9750,10055,9934,10542
384,3254,3218,3315,3550,3908,4282,4318,4844,4699
391,4673,4503,4734,4530,5016,5454,5967,6027,6750
393,2552,2823,2998,3152,3566,3508,4010,3908,4404
390,5032,4794,4627,5038,5392,5363,5715,6570,7138
392,8007,8640,8981,10238,10997,10938,11245,11383,12189
398,4109,3919,3810,3741,4105,4596,4734,4685,4611
404,9518,10110,10922,12051,11790,12098,12787,14089,14598
401,2192,2351,2481,2680,2776,2726,2773,2894,3193
399,2232,2531,2420,2435,2788,3085,3227,3426,3914
402,1352,1387,1472,1505,1671,1690,1659,1694,1674
400,2751,2974,3171,3521,3366,3498,3536,3942,4401
403,8477,8414,8015,8799,9817,9461,10815,10633,12134
373,5984,6645,6876,7801,7886,8052,9102,9701,11087
371,4966,5529,6047,6686,7611,7451,8293,8223,7827
372,1245,1248,1358,1356,1432,1599,1519,1679,1908
374,5340,5936,5640,5853,5834,5648,6114,6109,6844
375,8689,8561,9215,9530,9177,10073,10666,11811,12291
389,4038,4575,4690,4562,4992,5201,5472,5567,5626
387,7799,8284,8177,7992,9110,10189,11341,10874,10643
386,6922,7615,8143,7759,8607,9855,10104,10020,11507
388,8190,8514,9683,10326,11239,12894,12251,12963,12828
385,5524,5456,5357,5788,5557,6272,6382,6772,7147
394,3633,4087,4147,4767,5286,5344,5741,6028,6681
395,5548,6234,6439,6775,7624,7592,8322,8619,8739
396,7233,7532,8443,8393,9302,10505,10642,11419,12931
397,3308,3210,3423,3679,3801,4065,4180,3973,3877
410,5480,5599,5455,5805,5574,5597,5320,5884,6685
406,8764,9906,10115,11486,11653,12707,12848,14219,16164
407,7350,7058,7851,7666,7736,8410,8010,8266,9470
405,7609,8132,8114,8441,8699,8574,8815,8792,8354
408,3709,4173,4458,4858,5256,5745,5718,5601,6397
409,4632,4921,5465,5307,5944,6117,6276,7060,7686
999,8516,8681,8554,9750,10511,10055,9879,9881,9948
379,9085,9502,9807,9822,10928,11452,13075,12868,14703
380,6844,6706,6793,6777,6947,6720,7034,7556,7943
378,2655,2879,2912,2991,3353,3770,3870,3899,4233
377,1558,1629,1766,1763,2027,2066,2054,2335,2471
376,6965,7795,7625,8273,8973,8650,9810,11191,12231
