id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,328663,302835,310438,316222,314259,343574,358660,404954
383,277027,302964,303021,333535,312480,351650,338032,353011
381,453846,487870,444180,531641,496087,563520,556186,575717
384,13799,16197,14944,16782,18067,18271,16878,17227
391,156696,162785,160095,169857,156907,165900,167062,163058
393,140529,167907,162780,174837,194725,178871,199049,192565
390,24168,22977,26031,23959,22918,27571,31910,29998
392,532475,636402,585891,624608,649486,807328,826268,858322
398,243401,258053,309183,285440,301361,324055,357293,351806
404,757107,748853,714622,812891,935313,1072475,1111846,1386190
401,204150,206023,212153,212095,208897,224645,235157,231476
399,329268,335226,362704,385549,354394,368144,320255,327744
402,176600,170182,171775,157985,176314,172033,175561,180234
400,460422,458305,489275,475517,531105,562376,584766,727196
403,104173,120511,121420,111893,118523,145069,158906,160247
373,245826,224122,219738,226044,228168,237874,256158,242440
371,768572,733814,841822,844917,923838,1022373,1053149,1207520
372,142597,128576,133984,166177,174337,152800,172921,181378
374,192736,204889,226118,220416,254331,274992,238944,240188
375,119108,137172,144603,143681,139696,140392,146741,168200
389,508554,590478,563730,536710,531830,481490,458388,518938
387,85670,85694,75456,75257,77472,84522,88818,86800
386,814784,889275,882027,996589,978138,1029738,1177841,1153933
388,95235,97934,87841,86347,89841,96102,88047,91092
385,92372,85449,89143,95230,104550,121739,123959,154191
394,23553,22266,21404,25039,29572,31914,28584,33134
395,493916,519442,596815,553047,547615,640243,648496,690570
396,251035,295433,319806,336210,358943,314657,360302,331382
397,84021,89369,84282,90591,99508,100839,118382,121955
410,121089,130393,147607,178718,204691,217266,233792,239351
406,79352,95050,102940,107845,117286,126412,135770,127710
407,99722,90452,91914,94089,87136,93043,99474,89117
405,211666,213690,254512,276265,304579,292442,352909,306094
408,93546,93016,88430,93821,97583,113343,127852,127779
409,953624,1054306,1155638,1217019,1292622,1569255,1715412,1560433
999,62275,70589,70581,80403,88184,86069,87460,100907
379,44812,47953,56772,61487,69331,64077,66653,71116
380,63129,69541,65498,75464,78153,79729,76963,94106
378,190139,211571,208246,247100,235833,235314,260924,247752
377,176917,161813,185508,200565,197103,225895,234733,237646
376,136782,139418,170813,158435,179804,177180,216894,217930
