id,y_1999,y_2010,y_2012,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,495324,492488,516094,506860,479653,477970,460972,578466,608012,692075
383,161198,158774,165734,161978,182766,208261,217796,224722,229700,203372
381,422177,479803,505948,478472,529190,532944,533520,509018,553190,536210
384,31601,33567,39812,41244,40863,45273,42110,39714,37361,39809
391,238167,236243,248305,261298,261274,298499,293652,314190,296450,325464
393,21440,22637,25567,24841,28058,28682,29383,27900,28961,31368
390,63563,71118,73964,73957,67051,69355,68691,71180,65220,73753
392,487071,473220,538027,532513,531950,519269,513616,542695,533571,544100
398,62338,63588,69709,73184,67229,67837,82692,84208,95940,96024
404,269498,296109,308830,325898,333088,399505,484047,554927,573988,675085
401,27539,26731,28299,30253,36251,33089,34102,33555,29860,30127
399,88644,96699,109299,98793,99045,117796,124687,127789,113991,131026
402,297998,274768,336957,392894,389397,455548,439086,493453,585654,659502
400,604871,558172,538633,633425,726416,863949,901343,1061445,953301,1060702
403,47307,47319,47222,46178,47401,54751,50593,59055,65273,74112
373,220738,271121,299242,314128,329198,360499,387592,432208,482670,475137
371,13640,14480,15011,16597,17323,18255,17113,17453,17822,17741
372,42393,44528,52112,58640,56344,59021,61675,63846,74669,79398
374,452618,483733,558188,561778,664007,701660,619637,586862,683684,813549
375,174069,193945,179539,184297,200467,205369,223918,211076,187972,205449
389,229675,207009,206666,201850,194835,203026,208711,205020,215092,206794
387,231457,232756,237510,234856,249485,268720,300230,309713,312263,361166
386,19762,20993,21180,23285,23815,22735,25454,26654,29097,27179
388,545934,595953,580109,658503,650095,665555,741321,782768,855186,793220
385,154867,172503,181575,189413,203807,243875,238297,273560,275083,289996
394,17157,19418,22688,19805,21317,18979,22372,24248,21181,24682
395,820470,846265,986590,1180755,1287643,1374956,1481402,1478285,1344401,1337881
396,540079,529651,585537,670345,610982,678812,734288,689111,681085,745565
397,93662,97587,98566,109503,124091,121126,111371,104926,101324,104930
410,3991,4522,4557,4622,5230,6102,6319,6229,7432,7848
406,201646,211848,201212,232632,245849,276929,262697,260953,260398,310162
407,71973,82362,88497,90100,86389,91962,96086,92418,96049,103162
405,63014,70241,77905,86581,93839,95928,104188,115404,129153,130113
408,163371,190255,223013,239577,275630,298165,298179,304042,287258,340938
409,46080,54117,49099,55510,53672,59211,54346,50866,51276,53966
999,301298,303165,306168,317342,327277,308818,288415,336013,330849,342215
379,517424,577677,603895,720084,730507,723890,813678,835522,910231,1030998
380,266385,273578,282808,340335,317352,325846,351694,334620,419645,425651
378,122632,139611,146626,145944,137495,130750,124326,143208,152947,158737
377,610918,734782,714583,671454,788505,853372,945513,893329,924256,991649
376,174408,190860,215214,205819,200619,226907,245968,239339,224706,218868
