id,y_1999,y_2019
382,432301,414581
383,133133,138220
381,67178,72393
384,40168,39890
391,231495,250403
393,122617,134036
390,310463,299110
392,76751,83494
398,238927,261767
404,298339,274972
401,107957,115948
399,29228,31744
402,744736,826328
400,188816,219499
403,160224,145499
373,62395,65022
371,123555,139596
372,184827,199205
374,154572,161079
375,264153,285217
389,655535,645923
387,850669,932339
386,583330,574653
388,97337,121128
385,204581,211543
394,121310,150909
395,593392,576004
396,714193,682362
397,337796,317780
410,277836,305075
406,9707,10633
407,756762,795914
405,222625,213309
408,213288,217376
409,443647,496874
999,198367,190496
379,226852,252900
380,73923,81790
378,110016,121173
377,340383,365397
376,691820,714917
