id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021
382,6673,7485,7350,7255,7900,8275,9487,10208,10663
383,7539,8533,9251,9761,9645,9328,10535,10472,11145
381,1047,1107,1208,1303,1251,1294,1410,1407,1394
384,5956,6561,6816,7368,7480,7588,8662,8365,8543
391,3500,3394,3713,4039,4423,4937,4772,4726,5069
393,5517,6261,6347,6370,7044,6796,6925,7731,7723
390,4948,5126,5408,6027,6305,6928,7247,7868,7767
392,4208,4361,4673,5133,4975,5405,6032,6683,6701
398,3269,3391,3722,3977,3908,3771,4195,4759,4955
404,7943,9101,10191,11281,11451,11702,11303,11187,11191
401,3154,3430,3926,4489,4372,4213,4442,4238,4702
399,8610,8997,9825,10552,11311,11262,12418,13111,12998
402,6024,6363,7204,8038,7712,7782,7718,7539,7305
400,3945,3842,3748,3634,3858,3730,4192,4224,4195
403,5916,5969,6433,6428,6990,7325,8381,7992,8823
373,6346,6878,7527,8560,8656,8957,9283,8894,8597
371,5378,5567,5378,5576,6105,6990,6716,7314,7300
372,3573,3724,4096,4637,4858,5162,5091,5393,6197
374,7660,7937,8712,8624,8842,9521,10534,10776,11969
375,9147,9886,11018,12065,13633,13520,15277,17411,19366
389,1725,1969,1944,2091,2301,2430,2356,2613,2696
387,8336,8897,9517,10062,11562,12116,12466,12474,12323
386,3087,3379,3467,3515,3634,3918,4183,4018,3866
388,5338,5480,5800,6192,6057,6944,7228,7409,7944
385,5322,5865,6087,6686,7062,7412,7586,7756,7991
394,9347,10338,11400,12398,14028,14385,14623,14522,15035
395,6290,6600,6947,7038,7643,8253,8670,8754,9692
396,2496,2613,2618,2828,3152,3267,3168,3249,3381
397,1419,1537,1762,1702,1876,1909,1973,1983,1971
410,2704,2643,3010,3419,3526,3666,3544,3768,4294
406,6866,6646,6574,6564,7037,7673,7511,8028,9219
407,3696,3723,3836,3732,3632,4061,4587,4614,4423
405,9885,10609,11157,11859,12263,13643,13632,13367,13221
408,2209,2362,2283,2397,2408,2397,2458,2409,2295
409,3361,3631,4023,3903,4447,4998,4827,5510,6106
999,2882,3078,3105,3402,3319,3272,3514,3929,4280
379,9739,11111,10986,10584,10206,11089,12715,12702,12443
380,6759,6912,7832,8768,9894,10470,11068,12034,12259
378,8287,7943,7895,8190,8928,9288,8993,9214,8891
377,5241,5563,5864,5859,6718,6838,7560,8287,8146
376,2587,2623,2823,3237,3590,3447,3486,3962,3969
