id,y_1999,y_2011,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021
382,8798,9113,8893,9574,10776,10971,11068,12631,14247
383,8147,8839,10142,9827,11277,12069,12657,12581,13373
381,8018,8343,9591,9436,10505,10950,10839,11338,12140
384,6569,6721,6452,6683,7071,7667,7804,8423,9334
391,7579,7781,8131,8383,9058,9190,8956,8646,9328
393,1587,1558,1689,1672,1592,1554,1616,1855,1827
390,1499,1540,1624,1867,1783,1864,2072,2304,2600
392,5127,5026,5315,5501,5720,6018,6688,6497,6339
398,4374,4216,4188,4323,4596,4628,4881,4690,4641
404,9811,9968,10156,10602,10194,11504,11040,11641,13097
401,2009,2281,2271,2162,2407,2671,2621,2721,2872
399,8311,9066,9799,10672,12267,13775,14898,16489,17643
402,5452,5461,5734,6315,6874,7640,8438,8694,9055
400,7206,6914,7697,8684,9055,9039,8748,8334,9221
403,7343,7879,8979,10227,11414,11577,11374,10990,10889
373,2828,2813,2716,2626,2647,2517,2398,2375,2524
371,9609,10643,11136,11952,13499,15469,15496,17331,18573
372,4431,4340,4500,4295,4915,5096,5007,5515,6218
374,9452,10205,9819,10573,11081,11635,12025,12341,12659
375,8235,9224,8841,8678,9682,9404,10494,11473,11348
389,5178,5097,4906,5029,5022,5296,5869,6666,6749
387,1091,1235,1310,1271,1396,1370,1311,1294,1368
386,3632,3667,4177,4324,4432,4730,5371,5577,5659
388,1294,1424,1500,1483,1691,1631,1773,1756,1733
385,2094,2085,1995,2038,2255,2155,2396,2322,2331
394,9911,10102,10497,11473,12748,14127,16133,17743,17948
395,6746,6527,6605,6380,6892,7188,7012,7985,8836
396,3323,3652,3505,3783,4067,4614,5257,6036,6696
397,6271,6783,6534,7313,7296,7115,8098,8082,9267
410,2704,2647,2760,2770,2648,2889,3194,3539,3427
406,4309,4519,4358,4553,4872,5437,5645,5752,6446
407,5871,6068,6464,6298,6712,6953,6914,7911,8704
405,2883,2818,2692,3009,3306,3798,4350,4415,4934
408,6574,6806,6690,6738,6991,6837,7160,7692,8481
409,8140,8366,8686,8659,9859,9448,9048,9349,9629
999,5643,6481,6476,6363,6563,6783,7229,7776,8784
379,9554,10901,10751,12089,13227,12846,13366,14705,16901
380,6679,7465,8169,7856,8211,7963,7828,8886,9543
378,4706,4535,4952,5344,6136,5959,6059,6649,7496
377,6369,6502,6750,7708,8784,9562,10130,10892,11976
376,6237,6741,7708,8769,8630,9903,10014,10082,11406
