id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,29362,30205,31461,35519,36710,43470,45064,43459,41634,42251
383,294548,291380,351426,331172,312825,315814,312291,292086,294491,301527
381,636403,621259,632328,732536,784737,852034,935721,850961,914028,976797
384,484004,503751,463849,434577,433675,503621,542305,486223,475088,526088
391,416566,418172,412358,413676,413552,425586,381444,431403,391412,407434
393,378008,452623,514882,528060,622747,657728,708260,662812,804563,795837
390,778975,777656,915183,922536,998571,925747,964251,1053491,1243333,1281619
392,84139,90869,101205,108866,133358,155333,174663,164617,175239,168560
398,275490,294300,285225,305573,283967,277892,263348,308318,334704,395460
404,163659,156599,143515,142607,164867,173993,153912,178799,194087,209738
401,508594,481429,588901,656147,715919,816028,800338,775689,798299,845750
399,400250,464875,434628,488409,461754,466633,477510,513502,510749,539059
402,830021,918437,849754,885263,946061,905867,806757,863620,913709,967565
400,366457,394181,441251,474017,460867,509092,532453,635838,561667,555067
403,88837,88040,90833,91510,90338,86090,84322,83548,87267,86460
373,353985,360802,347100,306550,268606,299586,282837,301089,318113,322370
371,868270,924210,1040957,978135,1196705,1084104,1134955,1179519,1288043,1452777
372,183813,192718,188462,167448,176703,194845,171068,183993,193219,206900
374,78786,79097,78270,79289,69047,72174,82837,81086,75401,75320
375,907401,1022762,1128419,1108672,1078676,988846,897848,1015630,995980,1168604
389,183903,202215,207109,210429,189490,174480,178816,184784,188461,206039
387,152197,144232,156446,157986,178795,188365,203604,216717,218416,205552
386,227181,238641,280488,324814,348833,325233,343987,372200,456389,460568
388,343617,327501,354275,425126,445397,547056,607133,634238,627590,664621
385,222716,199701,222719,257482,279639,292490,337645,352839,354908,365416
394,803426,887916,927768,829376,734267,729765,708142,738420,796779,839691
395,908143,821990,850984,857773,804778,877660,860831,936990,1064151,1249794
396,868338,852254,941340,918212,1081653,1272078,1356023,1278375,1195131,1137583
397,8668,10304,10726,9802,9656,9053,9014,8993,8421,7821
410,351397,398489,418124,417439,404713,464531,425517,393919,347429,366454
406,625463,653634,571444,524446,544174,615156,611113,631940,710990,720526
407,666498,710848,668515,587567,681220,749436,802199,822724,865982,910206
405,566564,551274,607421,690661,746634,862185,808336,726883,745811,719066
408,159213,188653,212721,261121,279383,322367,352343,370628,417813,456884
409,716435,742090,846765,799274,890684,932277,974839,1046557,1099313,1251057
999,10599,12004,13348,14783,14233,14993,13374,14281,14250,15714
379,389896,386137,388982,446508,482084,526532,491951,466708,473489,507052
380,292318,268457,285655,297087,325193,325269,309836,368129,348431,373871
378,313537,297196,286888,294352,328044,307890,327136,345449,352455,410861
377,52786,61716,65164,66674,76418,84389,89840,90326,93548,98391
376,212475,212072,245972,254406,255672,242324,241235,277485,306677,284549
