id,y_1999,y_2013,y_2019,y_2020,y_2021
382,82611,99717,108665,110445,100591
383,360858,378139,415430,415442,372214
381,103119,125372,130119,144562,156381
384,56306,53456,51828,49154,47374
391,316429,282260,330105,354302,366248
393,262545,300344,341994,363962,343332
390,56884,64281,65337,64612,57266
392,55755,61861,62084,66450,79370
398,112964,126267,124422,116350,121064
404,32321,33058,34275,31380,29543
401,317855,320911,330666,340105,364189
399,234346,256536,248838,240572,222528
402,115156,122684,145729,146659,147222
400,870549,971939,1183431,1210741,1183363
403,178125,177906,186683,171639,177338
373,379538,425906,481521,527180,606937
371,438467,394741,398581,388686,467201
372,16221,16049,14734,14390,13322
374,275954,296199,286451,279186,293528
375,71440,63794,71775,69228,75878
389,325357,350672,411012,418670,483106
387,38432,45585,52015,48320,54048
386,65241,61079,63910,66277,68964
388,444351,512006,528539,577940,645383
385,161404,161268,167011,152227,140763
394,441965,510486,581939,516526,487683
395,550729,645687,732138,761036,779798
396,543808,610300,672853,750265,802646
397,183439,172838,177728,206067,259276
410,118170,113143,117159,125196,128801
406,360626,376569,381081,445254,474653
407,550393,483223,494598,570138,556710
405,138439,141658,171902,208978,207695
408,140960,139197,159099,164508,190416
409,36211,37325,38223,38468,45616
999,332967,315451,323059,315847,325039
379,302135,330500,322149,326894,379292
380,63352,59522,57928,65054,68097
378,673170,710274,748804,662929,654558
377,181370,196117,179969,184619,181313
376,80591,87073,86936,97286,93549
