id,y_1999,y_2013,y_2019,y_2020,y_2021
382,265653,274852,262188,285936,280046
383,239963,260628,273569,282236,257864
381,71335,86753,92160,111493,116665
384,108302,120118,121907,141417,147525
391,112445,116266,122449,134209,164705
393,469055,450328,513602,552426,662461
390,98168,108458,113231,112979,119809
392,523682,524444,549285,534716,529619
398,26783,30063,32713,36236,39754
404,75385,74873,77966,73078,71298
401,399426,421992,382335,381949,363726
399,62407,60233,59854,54440,57527
402,68390,74438,88949,97597,97372
400,200127,204229,204608,198251,198736
403,226856,227063,275898,267548,280382
373,451324,506355,580797,542681,677171
371,215769,228590,220784,209003,208723
372,129905,117521,129393,152462,176622
374,443546,398490,436468,445315,449775
375,210017,209828,222975,232215,242503
389,676614,677627,803510,854762,868866
387,140174,127904,132565,127996,138003
386,37488,39397,41470,46328,42755
388,508110,484672,466198,482835,518558
385,453271,475855,432423,470386,471043
394,750911,678144,637099,647789,657670
395,250855,298291,299326,331431,325896
396,38898,42293,38410,46502,57324
397,542152,598503,679782,739797,818502
410,475085,533774,545056,593364,614355
406,309563,330373,328026,291267,351223
407,623420,664762,636654,652482,702258
405,33334,36799,43891,40408,49983
408,93801,92358,102096,124903,116944
409,619137,601624,649301,683495,736863
999,167197,174729,155780,153641,134580
379,523978,524338,626353,598320,584615
380,219749,246240,279756,269711,275448
378,636424,669986,645866,614077,543010
377,169738,163450,186542,208651,217444
376,58115,65183,63078,76451,83381
