id,y_1999,y_2013,y_2014,y_2015,y_2019,y_2020,y_2021
382,579224,611745,661813,752227,744500,740796,837234
383,127257,137176,149834,169545,164924,171575,175416
381,87386,98620,99410,111682,118391,133345,143208
384,480366,441455,405259,353284,327425,350169,354414
391,845923,765697,827446,865842,955921,1056926,1081066
393,23295,25051,28803,28558,34145,35627,39593
390,167150,187252,186948,168800,159476,182545,192176
392,123497,130505,146365,134300,148267,168033,176868
398,609045,743584,784633,765111,927941,905466,979455
404,18163,18781,19032,21076,20577,24967,27790
401,286343,262779,296664,317185,323428,351819,350783
399,604036,626306,609606,615256,627721,694027,774143
402,117575,142444,144049,156380,181836,215069,232891
400,367565,368622,366246,328489,324959,381595,447858
403,267312,287582,261224,239599,228307,239016,273652
373,332675,300998,317964,338084,373812,342676,345020
371,45124,45137,40602,38549,38540,43783,44284
372,305387,335289,351183,344772,372723,390257,440143
374,349842,385415,427110,437805,449730,564560,578047
375,407777,429527,373122,352587,350790,325867,313150
389,429721,485444,532051,590552,645920,630332,648227
387,236318,207672,231078,274546,327601,346761,376078
386,80894,81266,96760,99242,104382,107683,104323
388,79677,94330,96995,115631,107093,105837,110194
385,94800,101229,111205,127825,123225,136505,140206
394,99907,100440,109910,107098,105236,108653,130329
395,514402,555583,638191,617294,639660,612658,645884
396,5776,6184,5745,6197,7042,6760,6028
397,63052,73164,78664,69228,74969,90180,97602
410,148606,173681,195571,203403,228921,263834,249373
406,482376,600721,527050,495586,453172,465056,493256
407,65437,62372,66821,78234,75085,79974,79542
405,36604,35293,38013,43510,43395,41357,42870
408,31677,35756,39316,39645,42254,43078,46704
409,224789,236484,225535,237936,247646,256729,286357
999,100630,104712,112179,126346,134324,158298,171364
379,533791,550330,553871,522178,514640,564876,547919
380,292735,268047,299487,330161,320422,323398,348488
378,215804,221600,210999,200272,188798,183876,194298
377,162270,163365,178195,183725,189733,211771,226916
376,143780,157497,164913,172570,183799,198158,241817
