id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,408646,436050,420499,462813,465814,457460,510941,566573,570432,658399
383,450111,491645,504874,498069,565373,532235,615674,738140,843442,1024640
381,56497,59689,62913,68356,76161,93897,94558,99544,112312,119421
384,535500,559871,504152,570490,641426,628254,636161,645360,646488,759950
391,713927,727032,651331,654297,749459,745818,661301,600997,612271,657504
393,512976,637602,630710,665905,685594,853457,1021738,1170862,1221558,1258267
390,352952,345313,388469,470066,514108,540117,633056,679370,702179,701994
392,397319,385121,418202,383608,403208,451694,519551,620323,713799,626030
398,133770,129392,138531,121697,122883,138314,159189,176793,173351,199917
404,218317,238847,273619,250257,293179,347353,428155,523407,485927,520811
401,210144,216030,233754,238132,272997,330412,346373,348874,306691,302491
399,2746,2559,2455,2460,2663,2777,3404,3693,3254,3029
402,291475,303875,345687,372923,370244,399051,414435,469003,536185,576552
400,227973,273529,326994,321041,329095,345376,371170,422325,483128,556632
403,649426,654860,742569,730485,647504,719935,658774,612829,635594,700379
373,475718,484804,464218,458661,479601,507293,469530,486541,491200,527506
371,377086,364228,425165,442925,436924,465732,462815,517528,539604,583921
372,238948,230229,253263,239724,253681,272202,309929,302899,330393,356322
374,209937,224113,228869,235676,223445,245851,268540,302243,287255,286186
375,586147,546270,563140,513332,467774,499447,527694,593793,587665,652077
389,108131,107041,104915,98653,101836,115555,141726,142471,144999,150565
387,108048,118556,112999,130107,147488,138616,151243,153210,160031,150648
386,184103,186063,172641,178497,186381,214586,225069,201103,178586,184182
388,508616,570998,645261,719461,809490,836025,742640,805035,891131,870245
385,268625,253690,274782,272444,314848,293260,273136,275529,324294,329521
394,171272,199150,176805,170506,158959,152630,172604,186626,188742,169088
395,324184,317560,369120,365382,369030,382706,399934,434117,474197,518533
396,196795,175160,198374,182188,215059,223013,236633,270642,274649,269982
397,76456,84292,91190,96062,101619,111281,110769,99083,101618,93212
410,360528,359843,389547,460340,485152,527001,571773,531856,502394,501722
406,19310,17873,15915,17387,17516,17154,17932,17716,17249,19066
407,20082,22479,23541,24065,28356,28931,30425,27166,29510,33000
405,557824,578281,550503,526705,500669,534746,579796,554703,533806,567230
408,360267,387237,378578,392883,452816,430237,440109,448420,448372,463671
409,287041,349310,347019,373144,328067,308538,328871,308329,314010,332972
999,52158,51763,53708,55751,57200,59427,58551,64212,61014,62842
379,555518,617344,573508,570678,653787,740818,738902,762279,782690,786512
380,291289,324340,391245,422815,475852,540386,493185,516562,546232,616437
378,102636,94404,88728,84105,91832,100002,118804,131278,128536,140330
377,54540,67706,73503,80614,91901,83702,81210,91684,91188,91187
376,366689,417815,474841,494331,474068,547186,571453,694333,645743,743406
