id,y_1999,y_2012,y_2014,y_2016,y_2019
382,3847,3759,3742,3872,3887
383,8285,9073,10254,10005,10865
381,3502,3773,3975,4562,4518
384,6345,6864,6587,7433,8334
391,9732,10102,11462,11640,11155
393,6846,7527,8115,9039,9495
390,2534,2749,2750,3018,3258
392,5104,5251,5006,5237,5289
398,5710,6316,6884,7756,7876
404,8950,8797,10063,10384,10513
401,9583,9276,9400,9283,10367
399,8211,7887,8570,9410,9751
402,4857,4953,5466,5196,5230
400,4454,4426,4815,4836,5368
403,4110,4650,5209,5342,5144
373,8124,8283,9264,10593,10331
371,2778,2665,2585,2926,3218
372,4302,4564,4718,5295,5857
374,2813,2808,2681,2739,3032
375,6570,7351,8427,9497,9323
389,4153,4062,4610,4529,5137
387,9034,8914,9812,10994,12536
386,1689,1776,1956,1927,1855
388,9292,8900,9354,10567,11119
385,9284,10486,10613,11204,12024
394,9809,10892,11813,12902,13882
395,3412,3611,3925,4398,5033
396,6248,6753,7106,7608,7967
397,7951,8405,8463,8549,9161
410,7525,8558,8471,8434,8773
406,2056,1980,2034,2204,2237
407,4406,4998,5691,5538,6015
405,1540,1709,1627,1857,2089
408,5550,6238,7057,7605,7376
409,6088,6219,6448,6377,6732
999,1107,1107,1103,1234,1237
379,7460,7391,7613,8112,8300
380,6443,6597,6954,6962,7522
378,9104,9919,9553,10436,10401
377,3033,3213,3330,3503,3627
376,8335,8487,8685,8399,9396
