id,y_1999,y_2019
382,207985,232855
383,490270,448818
381,113262,116449
384,131404,152529
391,282421,278116
393,321510,298029
390,67016,68053
392,51738,59930
398,490209,581370
404,38268,43604
401,121016,121723
399,638558,652202
402,60679,62433
400,378184,366188
403,94305,102503
373,556986,567446
371,227329,214503
372,399329,398057
374,536857,617366
375,325476,314759
389,437024,512026
387,220672,269865
386,275043,282610
388,375271,443046
385,259898,265216
394,279370,279809
395,849301,953175
396,75272,89803
397,455084,482199
410,31891,34329
406,109492,119620
407,825510,800677
405,333905,364450
408,85847,101571
409,431677,465880
999,520221,578651
379,872315,1028616
380,517674,494665
378,476277,510744
377,456382,458923
376,567902,540138
