id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,346953,391377,424793,428237,436718,437639,455620,514513,547754
383,231492,258045,250252,256750,255514,283361,265604,282685,270907
381,314349,313716,328159,358378,373495,400048,381312,425117,451646
384,380334,433438,426578,468150,428704,468726,459270,460929,469857
391,223927,207231,226647,256606,254736,270630,286606,322966,366136
393,33145,35984,37545,33831,35511,35963,40346,42617,44794
390,115798,136129,128929,117414,130016,131279,137569,146308,166019
392,270531,265679,238926,266206,292443,285795,304428,321403,341561
398,51329,45119,46546,47446,50037,48712,47636,45402,52666
404,12334,13310,14386,14656,15222,15100,17473,19017,19771
401,14121,13263,13271,13853,13917,12847,14023,14319,13911
399,277148,290050,335367,376994,330205,345219,362046,373852,408322
402,245690,255910,271547,286500,324766,345209,383529,409345,403387
400,36859,41635,46170,44038,39169,37964,40035,42709,42553
403,358516,343610,379026,402823,411984,497753,469476,449517,494370
373,305302,291186,296324,353198,370844,406403,435281,409515,461307
371,301736,315658,294362,335893,374680,398604,381209,422219,504709
372,426913,407659,456761,436023,426188,394818,405723,470138,454150
374,6270,6639,7107,8452,8655,9726,9596,10702,10560
375,731179,731516,837111,824834,850000,786092,919744,816297,914790
389,485104,530661,523394,504579,477317,455883,432576,440782,455294
387,94496,92817,95063,88385,87593,98352,111674,123001,121142
386,838461,748753,686721,729360,860779,1064296,1101714,1281510,1514960
388,417200,397407,424566,473661,545684,570434,551780,585621,525342
385,141102,163357,175108,174843,172238,205813,209755,194097,194127
394,150694,141190,166078,171821,194003,179489,179476,202833,213991
395,78572,79358,77686,80059,77683,81203,100898,114105,110413
396,92970,96348,103383,95790,106998,110515,132082,114035,138082
397,156883,144433,152188,141904,148322,138407,162215,169701,156750
410,658673,636787,636321,645127,713769,761269,794436,926636,944887
406,489846,492734,465219,475864,499677,619850,631107,690013,730915
407,764510,817466,796690,896854,1004393,1195619,1174112,1151058,1301344
405,63307,70315,77847,77226,82757,90814,87897,92030,103800
408,74934,74036,70327,63997,68387,73265,74955,76097,85185
409,211372,222350,202210,203474,233606,245840,242834,273005,251640
999,89445,95079,92991,93470,103136,122888,145219,145287,174594
379,319878,298055,300593,369206,418764,408607,496895,597023,665137
380,400532,429384,414719,419745,441015,483350,417548,461061,434491
378,430859,480326,479499,504657,552319,588357,654579,685148,679215
377,55879,60600,59584,52594,54565,58103,53682,59884,70149
376,628891,704236,805255,781377,890138,956889,957866,901789,1023509
