id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,7480,8023,8003,8855,9800,11191,12258,12238,11861,11531
383,7925,7721,8873,8895,9119,9331,9218,9382,9067,10127
381,8793,9048,9405,10650,11188,12226,13016,13058,13306,13149
384,7197,7039,7052,6888,7057,7936,7891,7853,7988,8833
391,7516,8146,7904,7772,8010,8304,8026,8557,8593,9592
393,9910,10973,11370,11153,12093,12085,12246,12666,14427,15561
390,9858,9486,10236,10482,11754,12038,12214,12312,13878,14857
392,4914,4860,4959,5090,5770,6138,6938,6781,6769,6629
398,7605,8292,8701,9899,10160,10622,10826,11747,13341,14997
404,9492,9198,8972,8881,10148,11549,11154,12822,14222,15628
401,7378,7303,8180,8413,9655,10895,11844,12373,14058,15895
399,6996,7924,7888,8716,8675,9339,9466,9873,10378,11869
402,8568,8743,8357,8097,7981,8120,7779,7880,8402,8813
400,7298,8285,9115,9145,9630,9724,9845,10696,10341,10617
403,3632,3910,3717,4050,4000,4178,3978,4147,4341,4366
373,5377,5442,5738,5487,5257,5712,5852,6661,7591,7805
371,9658,11042,11344,10829,12061,11786,13150,12791,14138,15347
372,1847,1799,1927,1899,1908,2111,2015,2217,2319,2432
374,7054,7217,7804,7549,7255,8168,8949,8658,8480,8962
375,9313,10046,11037,11823,11810,11655,11470,11961,12907,14387
389,2074,2221,2111,2303,2276,2244,2321,2621,2734,2816
387,4123,4244,4371,4900,5485,5949,6043,6068,6741,7037
386,5202,5344,6001,6717,7192,7314,7739,7734,8673,9264
388,7449,7376,7425,8467,8993,10275,11715,13292,12795,14088
385,2808,2770,3011,3189,3574,3989,4537,5117,4911,4859
394,8730,9885,11074,10803,10407,10769,10855,10327,10387,11534
395,9443,9110,10057,10371,10669,11868,11458,12755,14029,15328
396,9781,9331,9677,9560,10871,11905,11631,11564,11264,11410
397,4504,5023,5241,5109,5070,4953,4994,4931,4884,4776
410,5087,5555,6007,6521,6993,7327,7258,7119,6886,7091
406,8764,9612,9220,9301,9653,10617,10515,11711,12440,12981
407,8906,9249,9648,9279,9969,10325,11338,12313,11835,11355
405,6280,6073,6104,6653,6677,7271,7046,7004,7117,7622
408,1972,2179,2464,2831,3157,3620,4009,4093,4440,4425
409,8130,7848,8681,8759,9142,10301,9868,11023,11803,12400
999,1533,1682,1754,1804,1829,1845,1793,2020,2217,2369
379,5670,6055,5863,6347,7159,7516,7345,7498,7395,7405
380,6430,6247,7125,6969,7990,7832,7619,8523,8586,8510
378,4578,4611,4471,4819,4929,4830,4852,5186,5739,6327
377,2245,2513,2691,2763,3056,3333,3452,3710,3542,3622
376,8692,8733,9555,10292,11015,10857,11139,12175,12863,13043
