id,y_1999,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,3851,3684,4066,3986,4505,4559,5162
383,3334,3432,3877,3892,4404,4245,4865
381,2772,2645,2522,2896,3292,3695,3879
384,9411,10106,10702,11974,12822,12223,13367
391,8681,9592,9267,10263,10474,10083,10254
393,2413,2634,2564,2912,3144,3200,3377
390,4400,4435,4445,5007,5588,6109,6236
392,5770,6369,6962,7009,6731,6417,7048
398,7757,8512,9658,9915,10619,10207,11654
404,4647,5042,5047,4923,5592,6297,6444
401,2849,3012,3349,3337,3665,3516,3656
399,2367,2689,2648,3017,2894,2823,2985
402,7346,7182,7547,8456,9396,9546,9657
400,4429,5045,5342,6018,6870,6900,7627
403,5865,6179,6784,6542,6398,7059,7046
373,7941,7570,7632,8107,8530,9225,9460
371,8263,8714,8932,8968,9950,9627,9972
372,8259,8447,8637,8318,8907,9848,11103
374,2784,2783,2800,3122,3272,3684,4113
375,7416,8411,8191,9038,9109,9487,10670
389,3779,4042,4479,4892,4974,4941,5088
387,4924,5154,5569,6117,6106,6376,6248
386,2773,3154,3005,3305,3683,3830,3797
388,3677,3532,3732,3644,4081,4347,4415
385,9378,9407,9203,9213,9068,9313,9831
394,1266,1229,1359,1521,1490,1642,1600
395,2609,2495,2827,3165,3109,3329,3456
396,6075,6635,6706,7127,7325,8101,9240
397,2946,3255,3225,3408,3475,3993,4580
410,3529,3616,3483,3674,3619,3492,3833
406,1374,1413,1562,1771,1756,1894,1822
407,1067,1088,1040,1037,1045,1061,1013
405,7085,6912,7092,7032,7923,8118,8071
408,8359,8673,9196,10235,10023,10121,11347
409,6323,7139,7537,7266,7235,7487,7559
999,6017,6842,6939,7298,7512,7915,9061
379,8147,9200,9957,9570,9221,9770,10722
380,8351,9281,9078,10368,10130,11546,11517
378,6986,7981,7804,8898,9508,9668,10131
377,2560,2915,2927,3277,3487,3387,3238
376,8393,8507,8288,8413,9513,9511,10011
