id,y_1999,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,331477,322301,367735,353084,366415,369520,452586
383,137057,143818,172101,167867,197160,195417,203659
381,7620,7088,6996,7824,9399,10942,12136
384,238315,241899,240761,252468,253359,218047,251884
391,632399,711232,703028,829595,778131,724079,709965
393,7495,7549,7709,9316,10297,10469,11794
390,149301,158338,143818,163510,193992,214370,214091
392,42202,49187,53946,57398,58378,57356,62642
398,178522,210050,255672,259133,292643,294993,357021
404,20412,20095,19339,20393,23446,24734,26621
401,199968,218343,247674,239694,249089,238701,265018
399,70228,76725,71354,77728,73706,77344,75439
402,127759,118375,116971,143896,155905,169732,175139
400,10925,12658,13079,13931,16413,16770,18905
403,290649,331599,391982,347405,306487,356613,383564
373,172645,171029,177819,187965,198613,233234,225589
371,808668,915304,903297,823653,881665,792291,886247
372,523701,529951,554503,504183,569123,664024,740373
374,182640,186218,178677,203103,221657,240128,282831
375,223033,241282,248466,247223,268172,251428,306077
389,370965,431159,457721,496884,521712,494000,557941
387,239093,232017,244313,289768,282763,319526,329656
386,58549,66327,65609,65431,78675,84618,85377
388,56293,52209,55780,56541,63012,71686,71809
385,905289,935740,925218,929167,902505,970393,928458
394,115115,118549,139156,161759,151893,154630,158190
395,112716,104195,127434,142422,126115,135155,128161
396,200772,238423,239847,270252,256290,282939,332729
397,164466,192871,172789,171682,172968,214444,235092
410,107532,110632,112346,127290,133471,119479,139611
406,6534,6790,7557,8025,8733,9450,8937
407,47569,45471,42773,40923,45111,41707,40167
405,622602,565961,559858,586054,605540,575401,572807
408,407166,411722,413021,423164,398114,433679,491401
409,295761,361251,395242,400629,432625,435176,438669
999,414367,511925,535458,529752,497919,506832,577152
379,356207,423713,435950,395526,379447,413527,496920
380,600873,733337,785159,943419,854106,904480,851324
378,596608,658864,607152,635051,612479,684230,695189
377,209940,251639,231898,256312,280477,285214,297350
376,75050,68480,67145,74269,87869,90161,93575
