id,y_1999,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,8649,8498,8609,9079,10322,10876,11111,11574
383,1263,1321,1401,1584,1682,1618,1759,1953
381,6373,6496,7408,7060,6769,7506,8265,8487
384,7053,7178,6962,6663,6809,7374,8065,8044
391,2091,2403,2619,2621,2993,3040,2958,3095
393,8484,8586,9251,9759,10544,11146,11857,13068
390,6187,6225,6876,7347,8394,8308,8210,8426
392,1651,1670,1697,1874,1937,2009,2034,2113
398,6573,6482,7438,7814,7648,8069,8495,9528
404,8906,9737,9897,11365,11478,11392,12065,11731
401,3324,3376,3309,3189,3339,3333,3792,3674
399,2324,2274,2484,2726,2616,2501,2765,2806
402,5544,5407,6137,6413,6857,7687,8598,9024
400,4932,5431,5810,6567,6429,6920,7580,8530
403,8478,8247,8657,9267,10367,11844,12359,12850
373,8413,8906,8791,8601,9773,10590,10910,12026
371,8371,8583,8260,9401,9095,9586,10671,11656
372,6517,7479,7932,8615,8518,8719,8414,9089
374,2363,2456,2693,2582,2967,2846,2762,2891
375,9653,10988,11462,12753,12899,14050,15512,14938
389,9644,10729,11737,12421,12265,13138,13479,13409
387,8439,9094,10057,9724,10822,11055,11995,12504
386,7819,8292,8268,9053,9220,10279,10984,11938
388,3407,3438,3374,3794,3810,3650,3553,3441
385,8822,10127,10022,10343,11751,11255,11788,13227
394,5054,4948,5500,5875,5788,6077,6105,6743
395,1066,1215,1281,1309,1270,1210,1318,1300
396,6096,6441,6968,7854,8380,7994,9026,9440
397,4857,5145,5678,5735,5713,5996,6539,6937
410,6614,6783,6788,6556,6506,7243,7510,8161
406,2031,2255,2457,2351,2324,2249,2273,2223
407,5272,6029,6776,7316,7364,7219,7775,8809
405,3230,3306,3360,3626,3488,3757,4099,4154
408,8134,8613,8683,9640,9167,9785,11034,10489
409,4487,4941,4731,5233,5446,5362,5912,5970
999,4490,5069,5753,5667,5693,6278,6988,7948
379,7461,7488,8512,8258,8924,9647,9175,10066
380,2055,2260,2296,2282,2613,2797,2673,2830
378,9959,9959,11141,11926,12546,13179,13943,14486
377,1481,1618,1573,1699,1781,1773,2024,1995
376,1584,1641,1726,1685,1647,1713,1952,2045
