id,y_1999,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,879497,864819,814374,891227,955391,946657,962778,1016220
383,530026,543888,582531,682309,710232,663703,702103,826041
381,118842,121345,123816,139845,147010,155482,165449,165902
384,32000,28060,29128,30277,33505,35585,41827,47815
391,480016,497888,515822,530939,607844,604512,693775,646694
393,542558,592432,682367,712009,735244,739950,838573,813010
390,146693,174287,214965,229627,237805,280868,308834,361260
392,752437,822338,771032,758423,855256,934520,999351,1005434
398,450369,497094,484159,536199,515383,546782,563633,548844
404,545095,537210,576772,571358,678866,631370,609027,594107
401,454436,517632,610023,668262,651054,705340,750287,918912
399,168583,152130,161893,158012,175738,193215,214665,193177
402,139666,130056,128291,149640,150026,142233,140011,130828
400,580188,602456,563281,605657,654981,736838,786057,804284
403,454692,506319,566596,599202,664098,667210,749952,854298
373,58926,59847,65322,70173,71879,68856,79152,73712
371,35961,40253,42117,40274,37567,36750,45003,44137
372,97119,105773,112142,112047,109140,97455,87786,83319
374,140051,153934,184908,202571,247619,273547,280414,282764
375,222604,242901,264554,330308,360747,404829,469962,449509
389,73777,73239,73846,76903,67281,72014,69648,79108
387,326358,388250,377537,370003,377027,337746,360335,397847
386,18065,18687,19210,19962,22099,19767,17742,18226
388,198060,206982,218552,245139,299366,314146,387848,446777
385,152807,131963,135680,145795,146812,143327,155431,147173
394,178069,218183,248052,232945,256716,262591,294984,316917
395,78664,84744,91677,89627,104354,100049,101544,109204
396,28916,30970,35648,33398,35034,39759,42593,44999
397,643475,742880,724181,754020,809741,822500,983618,1129670
410,319369,327103,373543,341008,336518,315134,308169,348648
406,48683,51918,50494,50289,49464,49412,50614,56993
407,255118,303434,322816,320189,356094,353623,318458,351434
405,320746,340265,383822,415790,416937,479898,489315,523326
408,399672,482897,507823,570285,689427,807885,834258,842322
409,10278,10522,11438,11111,10973,11389,11241,9833
999,146343,169571,167646,146439,155678,175934,189291,211760
379,166446,165046,172503,172310,179063,193858,176830,201847
380,442249,456045,414498,441404,526955,654763,708071,700784
378,170995,184426,206437,217050,206404,204940,189748,170961
377,48023,41767,45685,47806,51101,51059,48505,46044
376,253468,279791,303386,332005,403862,404824,473065,567306
