id,y_1999,y_2019
382,8665,8410
383,1971,2148
381,1169,1315
384,4196,4187
391,3775,4128
393,6044,6864
390,7911,8449
392,2389,2736
398,2625,2922
404,4493,4451
401,3454,3410
399,3144,3432
402,9167,10207
400,2464,2635
403,1918,1831
373,5130,5020
371,3733,4227
372,6898,7695
374,5683,5454
375,4554,4536
389,7457,7730
387,9906,9914
386,9501,9132
388,2150,2433
385,7928,8945
394,9684,11065
395,6541,7002
396,7611,7365
397,5663,5591
410,7094,8009
406,1587,1589
407,9057,10334
405,4521,4589
408,2636,2670
409,9490,10479
999,6263,6089
379,2918,3301
380,2969,3080
378,4448,4954
377,8047,9023
376,9589,10020
