id,y_1999,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,516263,504255,486366,423963,452632,472891,535906
383,50016,60276,67163,66316,74197,75655,83569
381,543382,549574,536219,615064,587480,647480,769009
384,272276,280624,346678,349012,385861,379392,422094
391,77547,88957,83271,86716,92991,104920,123174
393,528467,591157,602751,610285,598667,656772,677948
390,743223,769318,811822,1008733,1099878,1187217,1209782
392,703121,761321,769381,765292,826382,796050,804714
398,728595,703548,681067,690294,734100,859244,899222
404,95615,120222,125144,132398,133141,135423,128247
401,163987,180993,212651,225014,251677,290656,302087
399,391850,411992,494399,490864,486735,513747,459990
402,102863,117551,127190,139181,133980,144697,135750
400,231346,265011,303989,295918,306526,357953,362845
403,125351,138731,122074,138367,136824,137069,147420
373,85816,77294,83579,81324,84494,98961,102557
371,248233,254325,272178,299000,344099,374795,424901
372,71122,73107,91980,92980,97708,101849,98707
374,221391,248639,227541,252541,255093,301823,330769
375,109525,102211,96315,102652,103417,119880,127526
389,730884,836774,830643,767549,800881,831257,920552
387,279489,256461,267569,264829,324482,363959,393946
386,49503,61730,73717,87872,94397,95837,108778
388,193040,181851,213932,219164,221491,266228,298402
385,363035,370363,361904,405873,479453,557134,545117
394,465495,486272,545305,679992,689025,785301,776183
395,84034,92844,100534,101468,94954,103403,102642
396,226521,211082,233216,222417,257335,278284,288647
397,229002,235339,280110,299364,285765,318433,332591
410,412547,489604,553302,584356,606067,694719,679318
406,668931,644641,632856,636357,668086,741784,688839
407,218380,228669,224963,197746,203598,197218,235793
405,372876,397686,430594,472044,542954,597335,686476
408,194306,185458,224841,277801,322912,337531,373144
409,320165,328705,382304,449271,453767,544213,573325
999,369550,446138,465713,468176,522073,528231,552798
379,565404,582287,586033,520408,546511,509693,525357
380,131410,143542,164781,183930,175487,207841,216473
378,441693,489350,515745,537019,558513,524268,579241
377,13313,16212,16321,17875,18330,19254,23466
376,331828,324754,294355,352135,362290,423275,392805
