id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,257401,259031,259233,246480,276191,300926,271451,254588,254827
383,212607,236110,257459,249565,268222,277602,316503,314104,337436
381,307319,313627,292795,290723,294977,259717,282078,313400,327544
384,205128,206246,217785,210949,218965,225293,254886,280857,299814
391,593775,613365,612539,638652,769584,724587,777097,790212,889539
393,386726,362560,360865,373736,369500,421343,412813,414210,453685
390,284957,328061,352852,349961,331377,341839,352579,372706,419411
392,620784,671317,634565,590273,682597,719362,682228,741078,783413
398,35701,35603,37311,39300,46424,46760,53696,55484,57700
404,13597,13994,15941,18241,18984,22278,23194,26076,27814
401,96835,100097,95336,101430,123684,153119,146793,171330,210024
399,105890,103786,110474,102535,94407,111564,103059,114504,121953
402,387733,388013,360814,364730,387064,421672,419564,438422,416213
400,122028,126387,137217,150874,142669,152668,139537,141940,135425
403,25143,26220,29617,31364,36370,41023,44837,52260,60582
373,52932,62452,58207,59754,72567,75588,77290,94793,93330
371,53547,62415,65699,60496,58295,58917,54667,52477,52728
372,186086,221021,223430,247587,223318,255440,256258,275346,280228
374,121834,141779,147797,173480,158016,149639,170025,176169,157377
375,109215,116440,130248,148646,168720,162572,167088,191410,207360
389,183007,163312,152338,164485,170238,163196,148856,154180,177354
387,266679,250761,268660,307545,317022,343235,378708,413813,410884
386,109097,114197,112320,124003,123034,114935,110252,104245,108131
388,502281,561492,586109,551415,531272,521362,609673,580099,642446
385,100901,106453,120557,129958,143379,132948,137424,140321,137662
394,59123,68899,61069,61429,65871,63394,65300,73122,80987
395,129265,121431,122982,134245,140814,162809,177861,177561,200961
396,124941,137148,152344,161454,156086,146560,141174,160330,192856
397,680931,625381,700030,823572,961173,975483,997808,1018163,1095420
410,71900,75378,71136,71510,73751,81536,80127,94528,95356
406,323173,324518,339417,333406,351477,402060,447586,476644,453830
407,44322,44303,43192,42096,45680,43739,46511,53289,57361
405,135906,144471,176323,196244,206458,211622,212753,234475,230287
408,77549,83180,86160,89373,103416,106834,112225,101936,105003
409,64035,64351,69529,67804,62726,64811,67306,78819,75584
999,637222,706770,699687,740856,804154,908527,921925,957351,1090770
379,366874,377290,392757,396724,385983,378373,425320,521731,575325
380,296711,325472,381338,347742,305973,305585,338355,370921,444415
378,182777,220147,214384,209575,252874,264732,304727,318923,362329
377,34619,39535,35332,37882,44995,46918,53980,59830,72245
376,457159,536746,575610,583422,579492,571685,627915,671618,686941
