id,y_1999,y_2010,y_2013,y_2014,y_2016,y_2018,y_2019,y_2020
382,9796,11155,11477,12998,14854,15341,15106,15644
383,9743,10606,12043,13688,15308,15556,17359,18781
381,2013,2203,2528,2566,2872,3097,3334,3238
384,2127,2156,2052,2093,2265,2504,2692,3025
391,3281,3135,3113,3303,3156,3492,3533,3489
393,6428,6110,6873,7634,7386,7030,7382,7960
390,8381,8245,9071,9515,10501,10302,10993,10884
392,7787,8255,9028,10286,11504,11757,12242,12864
398,3684,3986,4047,4608,4823,4588,4517,4851
404,4902,4720,4648,4641,5136,5840,6578,7534
401,5310,5409,5809,6612,7425,7208,7013,7246
399,9618,10194,11212,11982,11813,11553,13093,14453
402,6546,6447,6609,6285,6503,7406,7727,7398
400,1827,1913,2113,2100,2284,2448,2547,2717
403,1925,2085,2018,1935,1931,2061,1960,2211
373,9112,8684,8320,9484,9311,9957,10738,11089
371,2161,2388,2332,2522,2796,2733,2837,3203
372,2212,2242,2280,2508,2503,2405,2520,2633
374,2162,2210,2170,2370,2299,2184,2249,2199
375,2009,1918,1957,2235,2384,2436,2428,2749
389,4193,4462,4945,5340,6041,6364,6253,6803
387,7201,7812,7709,7663,8517,8138,8532,9448
386,7483,7264,7742,7568,7897,7825,7649,7445
388,8423,8629,9199,8962,10063,10006,9814,10684
385,3044,3278,3628,3760,4201,4634,5233,5518
394,1016,991,1083,1042,1054,1042,1121,1150
395,9849,10833,12072,11602,12545,13658,15050,14747
396,2844,3039,3290,3213,3470,3544,3791,4214
397,1040,1091,1193,1355,1499,1506,1534,1501
410,9911,10529,10852,11604,11180,12265,14057,14198
406,9675,10454,10132,10578,11605,11112,11744,12833
407,5186,5652,5372,5678,6318,6739,6988,7863
405,6836,7234,7901,8709,9719,9778,10226,11520
408,8787,9355,10120,10842,12152,11674,11179,11034
409,1015,1103,1133,1224,1329,1314,1267,1313
999,9211,9737,10874,11125,12054,13322,15041,15480
379,6018,6017,6607,7524,7356,7082,7122,7243
380,9697,10969,12234,12667,13652,15328,14614,15763
378,9105,9062,9017,8773,9629,10278,11796,13087
377,5013,4775,4858,5445,5221,5597,5473,5521
376,4505,5176,5763,5684,6348,6324,6235,6262
