id,y_1999,y_2000,y_2010,y_2019,y_2020
382,52278,54874,56143,63235,61415
383,122608,132888,134358,155820,155649
381,151559,158740,164295,167642,148587
384,6261,6308,6391,6308,6167
391,481055,481437,545523,577378,675387
393,120769,141066,135767,159720,191235
390,315052,340940,321229,389727,410922
392,101889,117553,120328,128303,128085
398,254968,244705,227975,225478,194622
404,271829,296978,282435,259458,276129
401,308601,352478,384896,357515,387989
399,147707,161981,184669,201378,248574
402,5042,5357,6376,6941,7195
400,67461,69882,74827,74128,84737
403,199336,225108,262574,275648,312709
373,148472,145188,136910,138252,138374
371,85395,80777,82782,81439,82070
372,124189,142521,166191,189890,188774
374,266796,268657,237888,215189,254639
375,147153,143674,144524,163502,193499
389,263521,251297,286697,317574,325144
387,408907,471644,525987,497204,600340
386,434497,432816,468489,481533,487933
388,93234,98619,117054,123857,111962
385,294779,300383,336205,325160,405204
394,56275,52099,62678,66817,77630
395,43154,44275,53294,51730,56218
396,139104,142187,158376,169635,198268
397,422780,433025,391451,408631,449631
410,159215,146461,160862,166252,150708
406,113290,114087,124997,148432,163586
407,941357,1167942,1335430,1533455,1828366
405,315375,327718,350397,371384,384491
408,415780,399527,416616,378281,370245
409,117149,135734,154929,172388,179813
999,827712,916138,927949,937046,1074955
379,405754,363485,388534,360970,389433
380,96688,87240,93846,94225,93939
378,189133,193446,181432,189119,194484
377,168129,186403,198706,235972,239337
376,213547,209773,242691,270344,265437
