id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,383645,415270,430707,465916,491666,482978,469285,466010,465958
383,39755,36608,37438,43544,44333,44479,41948,46786,56276
381,766383,854638,898034,848528,810919,823489,866966,774486,786282
384,284718,261229,258666,285279,283783,333408,339249,376933,399806
391,27036,24042,24726,24519,26127,29825,30999,31631,35724
393,207176,210647,242653,249783,302813,327547,379032,360495,423157
390,435652,429745,429758,504872,506848,515107,497795,617330,685023
392,354004,360466,354807,369970,426696,422449,405878,440684,435465
398,110411,110899,97110,96134,96195,117090,117054,126320,129304
404,723125,697698,730384,815121,718252,696735,719145,736221,793544
401,97971,107783,107641,114962,120493,125469,134556,126885,135008
399,114556,124435,126189,136817,155619,157278,152872,163363,193795
402,18005,16865,17219,16142,19123,19843,17843,17293,15609
400,241266,262515,292069,303126,281537,283118,269272,319907,334397
403,144803,145516,128237,140616,153162,153579,190401,176766,202588
373,317726,318581,317539,386153,421029,412909,503103,510251,539673
371,171869,174480,198165,239173,278159,246871,285152,255244,223404
372,94017,85999,97230,91128,96975,117088,119101,132649,146094
374,32129,33825,34276,35325,36549,36006,42628,46333,52402
375,16177,16845,18033,17614,18179,21257,20666,20902,20714
389,59831,68245,66663,70390,77448,81105,90100,83573,82678
387,728645,795069,819429,790054,856146,973080,1168912,1150287,1212338
386,460693,522915,528170,526214,570991,649309,730971,777648,866407
388,563599,607681,697945,762095,855120,914737,916819,1017526,916841
385,455332,415450,381200,436954,415518,429272,467504,489670,511263
394,224518,241784,268576,316536,370281,382363,377338,430917,458438
395,509768,544673,589389,647260,743734,720091,716345,721079,706393
396,47160,51204,53199,56972,61133,66819,61673,66214,78315
397,90699,85075,94958,96770,97526,96889,98940,88285,79420
410,245848,271929,282969,281155,287680,261937,234973,242141,278643
406,714093,773129,828331,862407,787772,939052,864726,1018171,1152621
407,7868,8136,9022,9260,9179,10710,10767,11782,13352
405,494387,538419,586319,617220,577146,553297,540536,580960,542852
408,174562,201224,224214,261790,277900,329684,352564,318784,372839
409,401626,409221,462112,447958,530499,570012,536760,606678,653558
999,158799,172642,184091,214272,253395,227838,222811,231610,238251
379,190482,183926,194715,183176,223862,244894,301803,275200,284115
380,198994,188054,179487,179611,181840,172704,177931,183635,186228
378,108757,120080,128285,141208,158570,162757,170138,162349,164647
377,17856,18301,21728,22253,24076,23004,20704,21480,21500
376,370241,440245,408396,485727,563898,530828,555389,659742,679864
