id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,303185,344896,337509,367760,345841,421798,404306,397257
383,493261,504669,507922,550498,583984,644138,755875,787716
381,134207,139663,165361,181014,203470,210985,211498,258388
384,73082,69050,76369,79834,86209,85951,98160,99389
391,10569,11446,10228,10774,10596,12150,11582,12128
393,5164,5362,5434,6391,5692,6454,6528,6671
390,183125,201060,243647,286810,274995,245292,241822,251181
392,195555,201520,204197,194538,229162,222729,244544,246860
398,141221,128690,139524,144962,167191,168883,167709,191192
404,31242,31899,34940,34405,37893,34523,34172,34059
401,121873,129934,126168,145978,147506,176015,151624,153012
399,268269,270541,288551,282893,303604,320510,366331,447758
402,30032,34844,35665,33368,34675,35649,41555,44682
400,42920,38616,37576,34325,33752,34778,38555,42588
403,439267,400750,445913,498428,517572,499945,572148,587220
373,386747,361655,426370,405199,476503,520848,543583,573238
371,20523,21745,24421,27042,30310,33103,38043,42394
372,133689,149922,167707,200831,233403,236632,265496,331195
374,383442,407980,503722,470686,511859,514131,584433,720759
375,70084,65385,76423,79566,71458,71412,67633,64679
389,123905,116745,133891,137300,128424,136153,121844,114056
387,524327,521559,553573,648714,769992,731251,680660,652615
386,356074,402678,422581,425715,504156,581038,567183,546784
388,105715,100410,97943,118481,123643,143481,160039,160328
385,555479,574283,673253,758448,762921,827501,1012384,1043116
394,615178,667011,688214,745886,765555,739557,824222,949565
395,91622,95048,99623,107286,124264,122655,134235,126765
396,21455,22658,27533,31910,33771,33942,34936,34518
397,288851,305501,307720,306080,343743,351772,325832,343962
410,500088,515267,544071,505369,562129,500893,482673,474730
406,400318,426099,414537,406185,482442,454267,501927,571575
407,86219,79045,76569,79210,91898,105893,116597,127896
405,791913,909218,894796,837229,929463,866847,814633,871938
408,441708,501527,528976,530647,491477,501137,495871,606596
409,720518,732217,776759,795208,883219,857592,941157,1015416
999,798806,852131,902511,922103,843325,873982,921666,961275
379,767643,967195,1138649,1236061,1275043,1330074,1296131,1322098
380,481356,534705,596884,666423,722350,694689,734773,736962
378,799059,767238,755304,738518,777099,793939,842989,998127
377,717900,808286,841784,783143,905651,869030,908008,996140
376,499267,550878,565551,504576,511049,511674,493960,464720
