id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2018,y_2019,y_2020
382,110553,124165,126976,138132,129634,136390,142294,149381
383,29937,32074,36459,38650,42358,45015,43667,43015
381,177320,167064,200003,203650,252334,256694,234381,247393
384,63956,57698,59153,58513,57874,61953,69081,64445
391,40199,46645,43837,44614,38721,37131,40894,42455
393,144093,151839,179655,178521,178865,193929,190608,221580
390,61098,62675,66757,72753,79805,78720,81980,87252
392,28211,28111,29466,33668,31957,31072,34495,38957
398,508874,524789,531382,631805,569682,644532,682678,690278
404,561630,572591,683270,700074,709823,707895,739795,809412
401,553681,526717,535512,591851,609528,535306,660160,758518
399,590436,592242,647488,599742,645940,695603,716219,718700
402,186168,191520,187770,183221,192989,210019,243665,287867
400,413093,503326,554311,573859,595312,705386,716880,721170
403,52593,51046,56930,65269,75022,88113,82540,95040
373,9778,10241,12348,12061,12933,11814,11889,12251
371,671174,741941,745262,841920,799578,783049,775152,840483
372,28736,30480,30797,38324,44806,46718,43311,43973
374,495259,515561,583828,558088,523826,517220,503540,568315
375,617414,676552,699550,813763,898986,1089926,1092792,1101055
389,107856,128444,144577,150158,152362,177881,175182,165437
387,185028,188210,190199,204691,235833,278835,294240,351132
386,296685,305037,315869,296134,267443,285297,302062,295488
388,33738,41127,50048,44384,44212,44436,45972,44144
385,743358,789492,979073,1162251,1153179,1125595,1225155,1325820
394,345643,392078,406957,454390,480243,499479,488991,507215
395,159517,160660,163858,163531,159311,181061,158824,176874
396,393296,403542,390546,373164,407941,403626,422441,442760
397,12143,12061,13613,12301,14586,13080,16365,16221
410,316260,359019,389920,415672,486101,460238,503139,502728
406,238423,251363,238834,259170,283887,282648,276273,293221
407,86883,93742,93026,98601,99598,101400,108863,129705
405,150927,145271,136727,148572,161415,180219,191178,218957
408,9570,9570,11364,11644,12697,13766,12997,14690
409,281503,335309,383686,374480,333015,342708,318671,311732
999,165293,182252,212856,202470,203035,189462,195734,220271
379,292877,305345,321382,317897,344932,405187,456777,426602
380,106535,118394,126894,151276,153413,153542,177419,174392
378,129084,137814,150694,168167,163688,203420,237707,233074
377,213277,227325,224154,251957,262724,276164,321330,352351
376,925879,995054,1170849,1310121,1361992,1490956,1545661,1588861
