id,y_1999,y_2011,y_2013,y_2015,y_2017,y_2019,y_2020
382,119494,121923,136339,139724,165524,194263,211034
383,916631,929396,886485,889471,983436,916319,893098
381,266319,300313,295883,346464,362763,410478,416101
384,516563,512084,495554,478464,550837,541955,520049
391,109938,127657,121215,116680,129331,131583,139806
393,103410,101862,105085,119311,137796,158925,172795
390,526720,555425,573549,604191,542040,549814,545750
392,182927,218045,221425,234372,239936,241064,238812
398,139503,129572,127527,130315,145203,143595,173343
404,91066,94721,93832,105278,123555,133038,136513
401,64215,75224,77802,70366,86856,84272,83978
399,91297,100419,110940,122370,121953,123020,126400
402,184973,165305,177090,198998,205176,182812,208580
400,235236,231257,237605,260808,260964,278346,270171
403,803769,882948,922000,1064335,980874,955709,963698
373,159995,147675,154398,174511,191140,223531,199591
371,379557,406709,479577,583700,607257,630321,602207
372,71199,73979,77282,92924,91510,104657,105688
374,306430,310318,381069,375762,408377,363204,345587
375,491253,550042,572614,617483,700276,670581,613610
389,12671,12828,13349,14643,16228,18957,17905
387,579018,647240,651738,689699,760597,717915,744144
386,141705,168539,179765,176652,217024,201497,208228
388,109638,123054,132334,159762,143517,170832,183166
385,179480,205124,194955,183887,214757,242055,235007
394,626885,609518,745012,827970,814049,957110,1113613
395,351937,396161,491282,585167,666567,677336,684234
396,537680,567669,577269,598795,666096,735320,692200
397,231185,240588,249477,252265,264927,298036,338650
410,155911,175093,180841,217975,205098,213882,238396
406,533599,627680,622471,654545,777153,816300,848343
407,741031,879563,861475,887342,784526,854259,855620
405,252031,244693,284747,341025,325480,342821,333361
408,79948,81183,86730,100452,106415,105344,110794
409,91187,90059,96122,98536,99555,113537,116982
999,365394,352010,365244,394071,351570,433811,432322
379,241513,213041,249090,254637,246625,257693,287538
380,508740,560325,619886,678206,647852,714323,741971
378,222199,223167,270193,307211,325860,326786,349345
377,296128,321315,311315,296769,282574,271021,267790
376,176980,164046,146775,142101,161282,152064,175434
