id,y_1999,y_2011,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,4096,4336,4429,4817,5050,5026,4838,5021,5199
383,5576,5785,5731,6164,6004,5933,6381,7223,7336
381,7096,6820,7352,7864,8283,9028,9856,11277,11694
384,4419,4421,4250,4724,4947,5619,6160,5921,5900
391,8004,8963,9089,9106,9219,8923,8861,9949,11352
393,2420,2323,2401,2489,2477,2371,2413,2337,2410
390,5934,6484,7401,7132,7357,8148,8265,9032,9174
392,1275,1263,1271,1269,1403,1338,1288,1444,1497
398,4802,5326,6007,6200,5934,6340,7194,6981,8008
404,4589,4849,5061,5410,5277,5486,5366,5943,5819
401,4487,4797,5202,5364,6034,5840,5713,5816,6053
399,2917,2983,2980,3178,3643,3800,3978,4571,5043
402,6780,7479,8527,9298,10419,11921,12139,13020,13871
400,5971,6293,6788,6613,6650,7180,7331,7040,7073
403,3861,4010,4318,4149,4752,4587,4921,5649,6150
373,6833,6941,6749,7490,7415,8103,8384,8926,8753
371,8628,8473,8814,9149,9585,10159,11562,12039,13193
372,4155,4738,4819,5538,5517,5503,5232,5322,5372
374,1062,1174,1150,1233,1373,1562,1787,1863,1835
375,3220,3241,3200,3288,3498,3792,3618,3775,3875
389,1031,1095,1122,1233,1209,1195,1157,1243,1220
387,4734,4965,4807,4853,5472,5835,5604,6438,6404
386,1065,1055,1184,1224,1244,1323,1277,1395,1525
388,7087,7891,8378,8431,9212,10100,11149,11653,12094
385,6590,7273,7247,8315,8911,9951,10687,11988,12566
394,8564,9232,10052,10512,10766,12102,13675,15591,17044
395,7896,7761,8233,9128,10418,9924,9661,10928,12425
396,7105,7892,7790,7650,7553,7957,8798,9849,10532
397,1021,996,1080,1108,1209,1240,1383,1408,1357
410,6969,7157,8055,7823,8468,9448,9911,10059,11112
406,8220,8793,9835,9814,10865,12153,11813,12585,13387
407,5883,6041,6942,6687,6701,7572,7382,7471,8164
405,1815,1933,2216,2366,2718,2708,2914,2897,3103
408,6949,7411,8028,8529,9663,10459,11344,11968,13035
409,2803,3025,3461,3396,3863,4104,4018,4438,4858
999,6808,7330,8024,8443,9109,9562,10598,11844,13211
379,2072,2308,2529,2859,2747,3022,3211,3520,3400
380,1587,1574,1531,1644,1650,1877,2012,1967,2053
378,5036,5512,5401,5139,4977,4881,5481,6217,6489
377,6577,7073,7132,8183,7937,9025,9345,10023,9874
376,3909,4319,4141,4488,4303,4102,4344,4408,4482
