id,y_1999,y_2012,y_2014,y_2016,y_2019
382,4259,4245,4481,5096,5022
383,1214,1372,1312,1435,1484
381,2186,2261,2500,2523,2804
384,6499,6825,6603,6614,6354
391,3341,3429,3576,3530,3528
393,3394,3684,4201,4301,4516
390,9904,11344,11719,13217,13232
392,7847,7902,8594,8339,7960
398,3461,3817,3687,4037,4569
404,6988,6872,7642,8060,7709
401,6964,7248,8044,8410,8884
399,7778,8875,8456,9574,9865
402,2476,2771,2682,2985,3008
400,2188,2235,2156,2102,2175
403,2128,2377,2467,2530,2741
373,7240,8133,8013,7967,7684
371,2136,2159,2421,2600,2895
372,7095,7473,7477,7380,7146
374,7388,8379,9373,9252,10546
375,7723,8748,8894,9812,9593
389,9252,9671,10835,11871,12338
387,4846,5413,5459,5534,5453
386,7533,7932,8257,9410,9149
388,3304,3574,3484,3695,3826
385,3736,3751,4042,3902,4398
394,9019,8668,8432,8219,8681
395,8012,8038,8985,9159,9713
396,4363,4283,4401,4211,4480
397,2340,2567,2734,2731,3130
410,6212,5935,5792,5859,6725
406,1201,1288,1361,1329,1378
407,5140,5284,5559,5418,5255
405,5018,5357,5545,5841,6283
408,1274,1378,1352,1301,1448
409,1312,1325,1387,1403,1335
999,1791,1722,1802,2014,1961
379,5968,6608,6538,6765,7653
380,3320,3248,3380,3220,3687
378,6834,7181,7088,7912,7717
377,7895,8224,7829,8978,10096
376,9678,10220,10012,9793,9952
