id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,1054,1088,1149,1103,1169,1251,1202,1280,1233
383,7820,8473,8537,8532,8301,8249,8635,9890,10571
381,1699,1761,1982,2023,1963,2014,2246,2341,2254
384,4267,4519,4417,4611,4619,4885,4977,5156,5185
391,4820,4722,4730,4667,4879,4821,4651,5026,5760
393,1113,1251,1272,1238,1300,1375,1521,1563,1633
390,7253,8041,8473,8565,8619,9757,10397,10812,12005
392,9574,10150,10290,10173,9679,9781,10509,11672,11232
398,3004,2916,2956,3368,3291,3471,3558,3556,3899
404,7244,6894,7443,7242,7441,7637,7751,8771,10045
401,6702,6706,6740,7163,7885,8462,9054,9595,9178
399,1098,1223,1208,1295,1445,1482,1683,1927,1846
402,7591,7755,7525,8651,8798,8961,9184,9163,9443
400,9453,9574,10515,12025,12622,12173,13128,12582,13777
403,4705,5136,5805,6636,7534,8475,8840,9125,10028
373,3559,3550,3896,4475,4552,5137,5036,4895,4681
371,8407,8860,9823,10050,10572,10826,12065,13099,13165
372,8450,8842,9400,10524,11277,10944,11990,12265,13732
374,7167,7625,7552,8652,8445,9564,10679,11927,12028
375,2384,2305,2350,2299,2567,2468,2407,2527,2770
389,7456,7488,8102,8201,8906,10196,10782,10621,12129
387,9628,9530,10899,11500,11148,12216,12956,13343,13430
386,3326,3474,3672,3922,4492,4617,5258,5085,5499
388,3020,3025,2979,3001,2997,3432,3622,3568,3746
385,4028,4156,4239,4847,4853,5442,5385,5323,5636
394,2388,2698,2694,2637,2824,2930,3146,3405,3380
395,1099,1185,1126,1150,1259,1288,1284,1343,1349
396,1360,1482,1593,1826,1790,1850,1883,2007,1980
397,8186,9011,8730,9088,9717,10797,10481,11934,12974
410,9399,10187,10712,11819,11796,12310,12778,14354,14733
406,3479,3741,4093,4674,4445,5007,5654,5440,5587
407,9263,9062,9003,9832,11043,11670,11422,12313,12855
405,6692,7585,8108,8396,9430,10824,10908,10821,11418
408,8431,9342,9345,10295,11646,12837,13515,15138,15749
409,3307,3627,4078,3927,4041,4558,4844,4859,5461
999,8035,8636,9364,10035,11244,11242,11126,12675,12569
379,3125,3012,3049,3014,3160,3582,4107,4669,4863
380,5514,5575,6382,7132,7505,8488,9707,10381,11150
378,6250,6887,7041,7254,8054,8597,8584,8763,9107
377,7114,7027,8028,7705,8538,8684,8959,9843,10412
376,1804,1825,1942,2144,2038,2081,2087,2234,2188
