id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,197477,219586,219861,261770,248012,246309,233315,231943,229852
383,135462,135824,120372,110152,113100,112879,112736,121501,115593
381,830173,811400,926920,974704,1136952,1119104,1154897,1180507,1227769
384,76785,82304,80471,85430,85063,85268,88716,92251,97808
391,260784,289682,279335,258581,249546,288376,256344,315799,339913
393,36124,39748,42136,40857,41445,45384,43856,38116,35236
390,29386,31293,33937,33952,39890,44937,53107,60745,68468
392,528164,618172,679808,681253,775368,707801,722921,758446,754201
398,285600,286088,282310,289328,324564,320186,318913,315504,381742
404,111075,118209,127842,121522,107236,100000,102626,120736,139351
401,116750,132625,136888,162910,164902,175153,204512,215825,212848
399,211619,239833,279970,312294,352534,336499,327159,385245,371384
402,387744,384690,454364,464060,544821,564237,644908,772845,771950
400,323784,350037,395995,347521,395931,427771,462668,542409,512292
403,264465,259927,266999,289835,300653,299733,321031,362394,386451
373,247245,246138,293855,315555,310882,289443,298822,281495,309606
371,219113,245228,248984,262683,250276,238949,236904,229487,241665
372,408452,428160,491786,503210,577944,667854,702732,836073,910494
374,254048,293732,275479,324335,367985,371134,351083,431344,503405
375,13665,12050,12040,12650,13964,13625,16621,18487,18848
389,147013,170255,171938,188082,203695,186387,220448,226607,244583
387,61471,65840,70721,67403,60818,61793,60996,58173,53048
386,190163,201992,197796,200592,194746,217827,245038,233566,257360
388,621166,630668,665344,588762,579575,662471,760472,758523,671997
385,411112,439332,486884,520176,514846,494060,485206,476780,499832
394,105551,104334,113208,116643,111464,125000,133681,137182,168434
395,633727,671842,759398,797472,824494,869817,1050674,982780,1049017
396,229965,254320,260510,276260,311575,367219,389227,396059,416281
397,62883,70372,62363,69782,70318,76232,93514,99075,107603
410,36259,37432,35114,35749,32882,31611,36083,32755,30220
406,275078,240641,272794,236713,217860,192351,201245,212977,239488
407,28653,34679,36084,36739,33365,35544,36514,36279,32947
405,252493,310153,344123,395747,468219,549630,551865,599113,582095
408,387286,363501,342564,377116,428370,525420,581711,696209,700650
409,311017,314312,334634,332427,395370,429081,490105,494557,520099
999,771521,923180,962512,898476,816991,956983,880666,846173,922407
379,126239,152546,182744,186432,202732,221644,253123,288823,338536
380,8304,9553,9767,10445,10181,11713,12364,11888,12375
378,228508,217666,245228,246030,273715,270292,312757,369438,326727
377,366035,410035,429653,380914,367457,407633,493326,594657,627763
376,416604,426551,478933,427623,477674,477826,465220,438366,471879
