id,y_1999,y_2011,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021
382,233816,233007,238274,258916,280639,306700,307144,333958,405028
383,704843,735766,837715,795523,905970,1042760,1078757,1063173,1116055
381,124578,123556,151693,153334,181443,175309,181028,194916,213055
384,219420,222577,234191,255663,295883,333616,371886,364244,378794
391,434804,481344,462131,489164,507536,484443,484167,499452,524800
393,97584,100812,115736,108300,107435,112564,114885,120854,128121
390,43194,40717,38766,41673,38553,39223,41508,45144,52243
392,215216,217178,237872,240350,230595,234367,264027,276060,280101
398,171009,173829,159919,163173,168488,170407,197301,171048,165177
404,666714,653526,645089,733212,658459,679901,596617,650919,723848
401,64375,77907,82109,71350,85042,93602,94796,94014,93406
399,556512,643159,707265,725675,867901,923530,1080438,1172417,1270050
402,123723,134676,146726,175945,194471,221246,234762,259142,281655
400,464538,463627,464863,533365,581870,591381,557213,570392,592492
403,86966,88305,91949,106797,110517,114949,103060,107379,112398
373,229220,209407,195158,172274,181113,181511,165113,155935,168320
371,954787,1035213,1006461,1007347,1115163,1231724,1352583,1610514,1689393
372,397594,399765,398103,352813,364355,402101,431311,436254,519577
374,140223,152098,140901,148489,162658,169283,186873,175165,189362
375,612989,630435,551947,576825,643654,590392,688665,695375,619115
389,282347,281664,292951,306207,294473,340068,359287,376356,351275
387,96737,116355,133232,118492,122720,111713,115518,124897,143155
386,81782,88206,101542,97707,94288,100227,118996,113178,114818
388,42682,50329,50622,54060,57062,53314,63013,57298,59031
385,201736,200192,203421,208522,252698,245638,283160,261416,254178
394,404426,407934,421042,443453,471844,484916,507725,519987,535695
395,402862,381225,349105,318419,353502,394166,392408,458600,510074
396,162197,164925,167830,174090,191341,215286,233265,275736,279971
397,435158,442210,459196,536281,567231,561590,655138,703187,864010
410,211193,208438,198787,180419,189090,224905,252907,266121,261008
406,361717,395096,364156,404644,445822,494429,525424,562235,568116
407,501869,522768,505791,524136,504282,552864,560663,698039,837478
405,53799,50232,48949,58317,61156,77143,96141,106948,120032
408,138633,148119,155469,148225,140492,147271,149201,149283,171629
409,746214,693891,705805,659206,815803,775211,708494,703680,773211
999,358034,448675,485012,522918,503316,512570,570516,654581,677975
379,494053,512985,498140,557418,634864,588362,669928,730241,896473
380,510944,605660,636179,650205,621917,610015,560094,575381,570065
378,370056,362030,398536,416908,443390,465030,435770,487596,530091
377,364645,380884,364156,453576,507248,578103,625696,644564,774689
376,230602,261878,307133,368431,373108,446049,452952,432153,524549
