id,y_1999,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
382,169299,183676,189999,201809,209364,235723,215059,245417,275645
383,24782,22338,26149,25830,25278,29009,31074,35780,33402
381,76373,90385,106904,98152,111181,101656,108028,100530,107513
384,317327,346826,381959,450442,480340,565650,603686,601967,656550
391,227661,237174,258938,265597,249428,243479,271646,262214,296618
393,139790,126852,130866,144530,176867,181533,182999,185603,186890
390,309753,310222,302563,301534,358786,345990,431300,510941,530336
392,357174,328686,332618,303219,317845,377536,406364,447184,404985
398,93827,96548,112686,108368,130911,146026,160320,170789,168802
404,216487,200835,197242,193438,234265,215730,192149,227954,229801
401,232225,268568,288968,323527,306712,331003,333270,305778,310877
399,112045,120188,140017,144578,138737,148488,143692,170636,184533
402,309752,314672,329048,340123,343469,387355,383322,420952,448891
400,234027,251459,255032,266775,282945,267348,327000,289951,302909
403,113976,120560,123946,134502,149170,169165,173016,183116,173193
373,803003,722508,704766,627790,683591,694008,663118,786509,738241
371,597794,638411,743977,893450,996882,978299,1150803,1275916,1368693
372,239794,243466,251648,250373,242528,258343,269453,299642,344837
374,349264,335177,362896,363178,386274,355913,366264,425065,480095
375,298639,328321,392849,471212,501217,531059,616183,748683,859719
389,307161,308753,347044,348240,360168,421557,405199,488018,507290
387,157005,171094,197593,197218,207149,217345,214885,202838,243040
386,155903,146488,160079,172167,188347,202765,216614,226425,232680
388,678363,682638,651048,646932,597992,588564,592218,534480,516607
385,368222,419733,408840,463305,492224,515956,569176,589786,560432
394,442143,409007,453816,452664,470032,423658,395365,411464,423381
395,249494,255008,242633,251282,218380,265097,261864,252138,304841
396,166209,172929,199723,239055,233383,224526,232614,221943,198466
397,29953,33424,36767,33943,38813,41426,42369,41840,42596
410,617666,677657,621992,628713,619160,617339,658523,650498,664035
406,411851,401284,360274,394481,441125,413583,401587,413713,474355
407,583627,734791,748883,746484,840217,751006,841417,968086,980142
405,84709,98227,103812,101641,89693,100113,94555,89743,98542
408,347420,366248,417058,502815,607755,618719,648507,743110,754082
409,191984,186822,192585,213083,231438,228088,204014,206492,190690
999,40003,41793,39693,41243,36169,32857,35556,40369,47659
379,810119,933657,949794,961144,926357,1060422,1237502,1279673,1429663
380,98111,105511,112842,108755,109098,116541,129093,132081,133357
378,63667,68122,74549,77978,94392,100576,108104,98627,108157
377,411931,480650,517688,545487,603492,627300,704661,752085,884447
376,294342,292687,300483,315173,324824,337219,386913,350326,357858
