id,y_1999,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
382,277096,276712,295506,311261,375683,339479,381890
383,638062,699733,708707,643697,752021,835000,726057
381,584474,664213,766156,848270,980660,893989,991089
384,475016,420764,444744,458569,455538,427067,434897
391,519704,513462,609745,696935,739218,767366,698862
393,110485,115298,112596,126060,128272,131036,138178
390,180271,193218,209244,241228,261529,295282,272068
392,257657,277655,271981,256025,292031,292781,328290
398,190475,213052,240204,255955,243510,276853,276178
404,180698,182505,187513,183831,185822,163262,181079
401,99571,101417,109735,104411,114600,126243,125758
399,38064,40858,43261,44541,46402,56570,59941
402,426306,457539,510885,551124,588596,609328,630649
400,399270,381703,386640,472340,466614,435220,509543
403,127687,134842,150564,146240,172458,182189,173650
373,237503,247618,254325,230478,243563,258905,286338
371,163910,188743,206871,210290,204708,199616,216950
372,18347,18378,19521,20452,18253,19366,21997
374,592295,718356,720934,733098,710650,765607,863717
375,253737,270925,284012,313384,318499,349881,340292
389,169793,165460,191415,224134,225927,241824,291526
387,54955,57043,60306,57034,53944,67413,73145
386,424306,403501,387540,453232,494813,552523,549870
388,220763,217049,211802,218813,221398,193995,197438
385,367897,416721,453794,505085,532256,556963,626631
394,11073,11727,11713,12595,15446,15633,17067
395,146986,149386,173999,165222,194573,207093,218790
396,602545,661888,593718,694694,734625,656223,757060
397,58945,71823,72708,69022,74822,83743,78737
410,19210,18784,18492,18569,16389,15665,18751
406,328181,312385,305879,290228,323684,352964,386411
407,41880,46667,47762,53749,53544,56964,55074
405,420080,454467,463048,494809,467321,466560,524107
408,654948,794933,767751,676309,810511,838907,894120
409,117024,131557,139081,138723,132397,154174,170286
999,144188,175527,194466,199944,204466,191758,184257
379,97836,105882,113155,121856,126435,141049,148495
380,210294,235747,262533,291141,335111,375961,355107
378,923015,877851,903047,1024021,1008857,1008182,1192661
377,675493,659685,685092,703372,775435,681882,709675
376,166512,163842,144085,144403,147289,155733,145677
