id,y_1999,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
382,6828,7661,8026,8270,7984,8740,8821,9160,9483
383,8025,9122,9709,11008,12018,12634,12178,12817,13446
381,6316,6486,7056,7712,8574,8673,8851,9275,10389
384,6501,6840,7066,7807,7765,8729,8594,9198,9089
391,8253,7898,8513,8782,8807,9903,9570,9924,10799
393,2939,3218,3350,3231,3544,3626,4162,4025,4340
390,2517,2835,2878,2881,2999,3166,3615,3943,4353
392,7625,8101,7901,8051,8397,8380,9212,10012,9732
398,2001,1913,1832,2065,2155,2134,2088,2112,2291
404,5306,5474,5573,5797,5992,5794,6512,6909,6745
401,2155,2212,2304,2448,2352,2325,2328,2346,2233
399,9336,9787,10908,12290,11829,12489,13352,13450,13827
402,9436,9923,10559,11225,12304,12467,13952,13777,13601
400,4492,4935,5161,5335,5174,5469,5674,6144,5962
403,3658,3505,3943,4402,4466,4930,5044,4796,5286
373,5530,5549,5687,6379,6364,6770,7760,8031,9058
371,3988,3998,3994,4181,4738,5070,4894,5101,5865
372,9220,9516,10174,10290,10196,10059,10379,11285,11282
374,1822,2049,2255,2458,2690,3086,2969,3085,3197
375,9150,9649,10813,10985,10753,10500,12071,11569,13165
389,7429,8528,9289,9858,9727,9774,10285,10306,9870
387,8951,9195,8919,8864,9637,11013,12316,13091,12564
386,9808,9423,9264,10006,10973,12473,13871,15834,17799
388,8310,8201,8429,9275,10499,10093,10669,12001,11824
385,7475,8444,9416,9021,8728,9564,9815,9381,9752
394,3127,3190,3489,3991,4221,4051,4012,4390,4427
395,3299,3544,3503,3733,3847,4386,4961,5660,5751
396,1213,1321,1361,1295,1330,1400,1538,1463,1632
397,3059,2988,3132,3065,3250,3109,3387,3563,3602
410,8002,8592,9417,9432,9871,11287,12938,13872,14107
406,5149,5255,5150,5626,5507,6222,6637,7278,7814
407,8582,9260,9319,9685,11088,12501,13640,13546,14889
405,2467,2524,2575,2589,2524,2646,2828,2829,3098
408,2757,3009,3062,3014,3039,3193,3413,3306,3484
409,2300,2312,2294,2444,2724,2769,2965,3113,3055
999,1787,1883,1929,1938,2171,2495,2685,2680,3011
379,8599,8728,9202,10468,11261,11685,12970,14188,16138
380,8245,8954,9261,9642,9352,10678,10245,10624,10160
378,6303,6434,6295,6676,6755,6746,7265,8028,7913
377,4132,4138,4015,3814,4080,4433,4240,4487,4878
376,9976,10384,10978,11765,12819,14582,14526,14163,15163
